"","Kecamatan","Kab.Kota","Kelas.Baik","Kelas.Rusak","Lab.Rusak.Ringan","Lab.Rusak","Perpus.Baik","Perpus.Rusak","Toilet.Guru.L.Baik","Toilet.Guru.L.Rusak","UKS.Baik","UKS.Rusak","Toilet.Guru.P.Baik","Toilet.Guru.P.Rusak","Toilet.Murid.L.Baik","Toilet.Murid.L.Rusak","Toilet.Murid.P.Baik","Toilet.Murid.P.Rusak"
"1008","Kec. Kretek ","Bantul",10,0,0,0,0,1,3,1,3,1,3,1,3,1,3,1
"1009","Kec. Pundong ","Bantul",21,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1010","Kec. Bambang Lipuro ","Bantul",17,7,3,3,1,1,2,4,2,4,2,4,2,4,2,4
"1011","Kec. Bantul ","Bantul",84,14,3,3,6,1,9,3,9,3,9,3,9,3,9,3
"1012","Kec. Jetis ","Bantul",22,0,0,0,3,0,4,0,4,0,4,0,4,0,4,0
"1013","Kec. Imogiri ","Bantul",25,2,1,1,2,0,6,0,6,0,6,0,6,0,6,0
"1014","Kec. Dlingo ","Bantul",15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1015","Kec. Pleret ","Bantul",34,0,0,0,5,0,2,2,2,2,2,2,2,2,2,2
"1016","Kec. Piyungan ","Bantul",16,8,3,3,1,1,4,0,4,0,4,0,4,0,4,0
"1017","Kec. Banguntapan ","Bantul",58,3,0,0,4,0,11,1,11,1,11,1,11,1,11,1
"1018","Kec. Sewon ","Bantul",38,15,4,4,2,2,5,3,5,3,5,3,5,3,5,3
"1019","Kec. Kasihan ","Bantul",31,6,3,3,2,1,3,3,3,3,3,3,3,3,3,3
"1020","Kec. Pajangan ","Bantul",17,0,1,1,3,0,2,0,2,0,2,0,2,0,2,0
"1021","Kec. Sedayu ","Bantul",59,13,2,2,3,1,9,5,9,5,9,5,9,5,9,5
"1022","Kec. Moyudan ","Sleman",12,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1023","Kec. Minggir ","Sleman",18,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1024","Kec. Seyegan ","Sleman",20,5,0,0,1,0,2,2,2,2,2,2,2,2,2,2
"1025","Kec. Godean ","Sleman",18,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1026","Kec. Mlati ","Sleman",46,12,3,3,6,1,11,3,11,3,11,3,11,3,11,3
"1027","Kec. Depok ","Sleman",49,59,10,10,7,3,10,8,10,8,10,8,10,8,10,8
"1028","Kec. Berbah ","Sleman",5,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1029","Kec. Prambanan ","Sleman",45,28,0,0,5,0,9,3,9,3,9,3,9,3,9,3
"1030","Kec. Kalasan ","Sleman",12,24,3,3,2,1,2,4,2,4,2,4,2,4,2,4
"1031","Kec. Ngemplak ","Sleman",10,13,3,3,3,1,3,5,3,5,3,5,3,5,3,5
"1032","Kec. Ngaglik ","Sleman",23,21,3,3,1,1,2,2,2,2,2,2,2,2,2,2
"1033","Kec. Sleman ","Sleman",24,18,6,6,1,3,4,4,4,4,4,4,4,4,4,4
"1034","Kec. Tempel ","Sleman",15,0,0,0,2,0,4,2,4,2,4,2,4,2,4,2
"1035","Kec. Turi ","Sleman",10,0,0,0,1,0,0,2,0,2,0,2,0,2,0,2
"1036","Kec. Pakem ","Sleman",29,1,0,0,4,0,8,2,8,2,8,2,8,2,8,2
"1037","Kec. Cangkringan ","Sleman",18,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2
"1038","Kec. Gamping ","Sleman",12,9,3,3,1,1,3,3,3,3,3,3,3,3,3,3
"1039","Kec. Panggang ","Gunung Kidul",13,0,0,0,1,0,4,0,4,0,4,0,4,0,4,0
"1040","Kec. Rongkop ","Gunung Kidul",12,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1041","Kec. Semanu ","Gunung Kidul",12,0,3,3,1,2,2,4,2,4,2,4,2,4,2,4
"1042","Kec. Ponjong ","Gunung Kidul",11,8,1,1,3,1,2,4,2,4,2,4,2,4,2,4
"1043","Kec. Karangmojo ","Gunung Kidul",23,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1044","Kec. Wonosari ","Gunung Kidul",83,2,0,0,12,0,11,3,11,3,11,3,11,3,11,3
"1045","Kec. Playen ","Gunung Kidul",37,9,2,2,2,2,2,6,2,6,2,6,2,6,2,6
"1046","Kec. Patuk ","Gunung Kidul",11,4,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1047","Kec. Nglipar ","Gunung Kidul",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048","Kec. Ngawen ","Gunung Kidul",5,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1049","Kec. Semin ","Gunung Kidul",24,2,1,1,2,0,3,1,3,1,3,1,3,1,3,1
"1050","Kec. Tanjungsari ","Gunung Kidul",14,2,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1051","Kec. Temon ","Kulon Progo",12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1052","Kec. Wates ","Kulon Progo",81,22,5,5,7,1,13,1,13,1,13,1,13,1,13,1
"1053","Kec. Galur ","Kulon Progo",17,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1
"1054","Kec. Lendah ","Kulon Progo",17,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0
"1055","Kec. Sentolo ","Kulon Progo",3,19,3,3,0,1,9,1,9,1,9,1,9,1,9,1
"1056","Kec. Pengasih ","Kulon Progo",19,1,1,1,0,2,0,2,0,2,0,2,0,2,0,2
"1057","Kec. Kokap ","Kulon Progo",10,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1058","Kec. Girimulyo ","Kulon Progo",0,13,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1059","Kec. Nanggulan ","Kulon Progo",0,3,1,1,0,1,0,2,0,2,0,2,0,2,0,2
"1060","Kec. Kalibawang ","Kulon Progo",12,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1061","Kec. Samigaluh ","Kulon Progo",10,0,3,3,1,0,1,1,1,1,1,1,1,1,1,1
"1062","Kec. Mantrijeron ","Yogyakarta",48,0,0,0,4,0,6,0,6,0,6,0,6,0,6,0
"1063","Kec. Kraton ","Yogyakarta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064","Kec. Mergangsan ","Yogyakarta",20,0,0,0,3,0,7,1,7,1,7,1,7,1,7,1
"1065","Kec. Umbulharjo ","Yogyakarta",26,58,9,9,5,5,12,6,12,6,12,6,12,6,12,6
"1066","Kec. ","Yogyakarta",30,37,3,3,3,1,4,2,4,2,4,2,4,2,4,2
"1067","Kec. Gondokusuman ","Yogyakarta",144,29,8,8,7,3,20,4,20,4,20,4,20,4,20,4
"1068","Kec. Gondomanan ","Yogyakarta",53,5,0,0,5,1,12,2,12,2,12,2,12,2,12,2
"1069","Kec. Ngampilan ","Yogyakarta",13,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1070","Kec. Wirobrajan ","Yogyakarta",82,0,0,0,5,0,12,0,12,0,12,0,12,0,12,0
"1071","Kec. Gedongtengen ","Yogyakarta",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1072","Kec. Jetis ","Yogyakarta",17,28,3,3,3,1,3,5,3,5,3,5,3,5,3,5
"1073","Kec. Tegalrejo ","Yogyakarta",94,0,0,0,4,0,8,0,8,0,8,0,8,0,8,0
"1074","Kec. Panggul ","Trenggalek",24,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1075","Kec. Munjungan ","Trenggalek",21,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1076","Kec. Watulimo ","Trenggalek",9,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1077","Kec. Kampak ","Trenggalek",22,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1078","Kec. Dongko ","Trenggalek",15,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1079","Kec. Pule ","Trenggalek",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1080","Kec. Karangan ","Trenggalek",47,3,1,1,2,1,2,1,2,1,2,1,2,1,2,1
"1081","Kec. Durenan ","Trenggalek",61,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"1082","Kec. Trenggalek ","Trenggalek",57,1,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"1083","Kec. Tugu ","Trenggalek",16,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1084","Kec. Bendungan ","Trenggalek",1,8,2,2,0,1,2,0,2,0,2,0,2,0,2,0
"1085","Kec. Donomulyo ","Malang",6,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1086","Kec. Kalipare ","Malang",14,0,0,0,1,0,0,2,0,2,0,2,0,2,0,2
"1087","Kec. Pagak ","Malang",24,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1088","Kec. Bantur ","Malang",0,12,1,1,0,1,0,2,0,2,0,2,0,2,0,2
"1089","Kec. Gedangan ","Malang",10,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1090","Kec. Sumber Manjing Wetan ","Malang",11,5,0,0,1,1,0,2,0,2,0,2,0,2,0,2
"1091","Kec. Dampit ","Malang",38,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2
"1092","Kec. Tirto Yudo ","Malang",12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"1093","Kec. Ampelgading ","Malang",11,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1094","Kec. Wajak ","Malang",0,7,1,1,0,1,4,0,4,0,4,0,4,0,4,0
"1095","Kec. Turen ","Malang",55,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"1096","Kec. Pagelaran ","Malang",21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1097","Kec. Gondanglegi ","Malang",69,12,1,1,6,1,4,4,4,4,4,4,4,4,4,4
"1098","Kec. Bululawang ","Malang",83,31,3,3,6,1,7,1,7,1,7,1,7,1,7,1
"1099","Kec. Kepanjen ","Malang",88,0,0,0,7,0,10,2,10,2,10,2,10,2,10,2
"1100","Kec. Sumberpucung ","Malang",48,0,0,0,4,0,2,0,2,0,2,0,2,0,2,0
"1101","Kec. Kromengan ","Malang",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1102","Kec. Ngajum ","Malang",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1103","Kec. Wagir ","Malang",0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1104","Kec. Pakisaji ","Malang",6,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1105","Kec. Tajinan ","Malang",8,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1106","Kec. Tumpang ","Malang",49,1,0,0,2,0,7,1,7,1,7,1,7,1,7,1
"1107","Kec. Pakis ","Malang",36,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1108","Kec. Jabung ","Malang",26,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1109","Kec. Lawang ","Malang",77,7,3,3,4,1,6,4,6,4,6,4,6,4,6,4
"1110","Kec. Singosari ","Malang",75,0,0,0,4,0,7,1,7,1,7,1,7,1,7,1
"1111","Kec. Karangploso ","Malang",22,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1112","Kec. Dau ","Malang",53,0,0,0,4,0,7,1,7,1,7,1,7,1,7,1
"1113","Kec. Pujon ","Malang",15,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1114","Kec. Ngantang ","Malang",25,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1115","Kec. Kasembon ","Malang",0,3,0,0,0,1,2,0,2,0,2,0,2,0,2,0
"1116","Kec. Pragaan ","Sumenep",41,4,0,0,2,1,2,0,2,0,2,0,2,0,2,0
"1117","Kec. Bluto ","Sumenep",25,2,0,0,1,1,0,2,0,2,0,2,0,2,0,2
"1118","Kec. Giligenteng ","Sumenep",3,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1119","Kec. Talango ","Sumenep",0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1120","Kec. Kalianget ","Sumenep",27,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1121","Kec. ","Sumenep",126,12,3,3,8,1,13,1,13,1,13,1,13,1,13,1
"1122","Kec. Lenteng ","Sumenep",32,0,0,0,5,0,4,2,4,2,4,2,4,2,4,2
"1123","Kec. Ganding ","Sumenep",37,0,0,0,9,0,5,1,5,1,5,1,5,1,5,1
"1124","Kec. Guluk Guluk ","Sumenep",34,12,0,0,6,1,6,4,6,4,6,4,6,4,6,4
"1125","Kec. Pasongsongan ","Sumenep",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1126","Kec. Ambunten ","Sumenep",25,13,0,0,2,0,2,2,2,2,2,2,2,2,2,2
"1127","Kec. Rubaru ","Sumenep",6,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2
"1128","Kec. Dasuk ","Sumenep",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1129","Kec. Manding ","Sumenep",4,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1130","Kec. Batuputih ","Sumenep",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1131","Kec. Gapura ","Sumenep",16,21,1,1,4,0,2,2,2,2,2,2,2,2,2,2
"1132","Kec. Batang-Batang ","Sumenep",15,5,0,0,3,1,4,0,4,0,4,0,4,0,4,0
"1133","Kec. Dungkek ","Sumenep",14,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2
"1134","Kec. Nonggunong ","Sumenep",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135","Kec. Gayam ","Sumenep",5,14,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1136","Kec. Ra as ","Sumenep",6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1137","Kec. Sapeken ","Sumenep",27,7,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"1138","Kec. Arjasa ","Sumenep",43,4,0,0,3,1,4,0,4,0,4,0,4,0,4,0
"1139","Kec. Masalembu ","Sumenep",25,0,0,0,1,0,3,1,3,1,3,1,3,1,3,1
"1140","Kec. Batuan ","Sumenep",18,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1141","Kec. Kangayan ","Sumenep",18,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1142","Kec. Kamal ","Bangkalan",26,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1143","Kec. Labang ","Bangkalan",6,0,0,0,2,0,4,2,4,2,4,2,4,2,4,2
"1144","Kec. Kwanyar ","Bangkalan",24,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1145","Kec. Modung ","Bangkalan",34,6,3,3,6,1,4,6,4,6,4,6,4,6,4,6
"1146","Kec. Blega ","Bangkalan",59,8,1,1,9,1,11,5,11,5,11,5,11,5,11,5
"1147","Kec. Konang ","Bangkalan",12,0,4,4,2,1,3,1,3,1,3,1,3,1,3,1
"1148","Kec. Tanah Merah ","Bangkalan",11,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1
"1149","Kec. Tragah ","Bangkalan",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1150","Kec. Socah ","Bangkalan",6,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1151","Kec. Bangkalan ","Bangkalan",212,5,2,2,8,4,7,3,7,3,7,3,7,3,7,3
"1152","Kec. Burneh ","Bangkalan",48,6,0,0,9,1,5,3,5,3,5,3,5,3,5,3
"1153","Kec. Arosbaya ","Bangkalan",39,19,1,1,2,2,3,1,3,1,3,1,3,1,3,1
"1154","Kec. Geger ","Bangkalan",11,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"1155","Kec. Kokop ","Bangkalan",16,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1
"1156","Kec. Tanjungbumi ","Bangkalan",25,6,1,1,0,4,2,2,2,2,2,2,2,2,2,2
"1157","Kec. Sepulu ","Bangkalan",12,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"1158","Kec. Klampis ","Bangkalan",4,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1159","Kec. Bandar KedungMulyo ","Jombang",8,12,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1160","Kec. Perak ","Jombang",64,0,0,0,3,0,2,2,2,2,2,2,2,2,2,2
"1161","Kec. Gudo ","Jombang",3,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1162","Kec. Diwek ","Jombang",40,5,1,1,3,1,6,4,6,4,6,4,6,4,6,4
"1163","Kec. Ngoro ","Jombang",44,5,0,0,4,0,8,0,8,0,8,0,8,0,8,0
"1164","Kec. Mojowarno ","Jombang",6,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0
"1165","Kec. Bareng ","Jombang",20,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1166","Kec. Mojoagung ","Jombang",33,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1167","Kec. Sumobito ","Jombang",0,3,0,0,0,1,0,1,0,1,0,1,0,1,0,1
"1168","Kec. Jogoroto ","Jombang",26,1,0,0,1,0,1,2,1,2,1,2,1,2,1,2
"1169","Kec. Peterongan ","Jombang",91,0,0,0,5,0,6,4,6,4,6,4,6,4,6,4
"1170","Kec. Jombang ","Jombang",197,7,1,1,6,2,12,2,12,2,12,2,12,2,12,2
"1171","Kec. Megaluh ","Jombang",4,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1172","Kec. Tembelang ","Jombang",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1173","Kec. Kesamben ","Jombang",22,0,0,0,3,0,2,0,2,0,2,0,2,0,2,0
"1174","Kec. Kudu ","Jombang",9,5,0,0,1,1,2,0,2,0,2,0,2,0,2,0
"1175","Kec. Ploso ","Jombang",33,0,0,0,3,0,6,0,6,0,6,0,6,0,6,0
"1176","Kec. ","Jombang",18,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2
"1177","Kec. Plandaan ","Jombang",11,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1178","Kec. Ngraho ","Bojonegoro",0,17,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"1179","Kec. Tambakrejo ","Bojonegoro",13,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1
"1180","Kec. Ngambon ","Bojonegoro",8,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1181","Kec. Bubulan ","Bojonegoro",8,0,0,0,1,0,4,0,4,0,4,0,4,0,4,0
"1182","Kec. Temayang ","Bojonegoro",11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1183","Kec. Sugihwaras ","Bojonegoro",5,18,2,2,1,1,2,0,2,0,2,0,2,0,2,0
"1184","Kec. Kedungadem ","Bojonegoro",35,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1
"1185","Kec. Kepohbaru ","Bojonegoro",8,13,1,1,1,2,2,6,2,6,2,6,2,6,2,6
"1186","Kec. Baureno ","Bojonegoro",44,0,0,0,3,0,4,0,4,0,4,0,4,0,4,0
"1187","Kec. Kanor ","Bojonegoro",3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1188","Kec. Sumberrejo ","Bojonegoro",19,27,3,3,3,1,3,3,3,3,3,3,3,3,3,3
"1189","Kec. Balen ","Bojonegoro",17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1190","Kec. Sukosewu ","Bojonegoro",3,0,0,0,0,1,0,2,0,2,0,2,0,2,0,2
"1191","Kec. Kapas ","Bojonegoro",22,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1192","Kec. Bojonegoro ","Bojonegoro",87,46,9,9,8,2,13,5,13,5,13,5,13,5,13,5
"1193","Kec. Dander ","Bojonegoro",15,22,2,2,2,2,1,3,1,3,1,3,1,3,1,3
"1194","Kec. Ngasem ","Bojonegoro",19,0,0,0,3,0,10,0,10,0,10,0,10,0,10,0
"1195","Kec. Kalitidu ","Bojonegoro",17,14,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"1196","Kec. Malo ","Bojonegoro",1,12,1,1,1,1,2,0,2,0,2,0,2,0,2,0
"1197","Kec. Purwosari ","Bojonegoro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1198","Kec. Padangan ","Bojonegoro",32,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1199","Kec. Kasiman ","Bojonegoro",16,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1200","Kec. Gondang ","Bojonegoro",8,11,2,2,1,2,0,2,0,2,0,2,0,2,0,2
"1201","Kec. Gayam ","Bojonegoro",0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1202","Kec. Ngrayun ","Ponorogo",22,1,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1203","Kec. Slahung ","Ponorogo",50,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1204","Kec. Bungkal ","Ponorogo",9,3,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1205","Kec. Sambit ","Ponorogo",17,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1206","Kec. Sooko ","Ponorogo",8,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1207","Kec. Pulung ","Ponorogo",15,6,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1208","Kec. Mlarak ","Ponorogo",12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1209","Kec. Siman ","Ponorogo",36,0,0,0,1,0,4,0,4,0,4,0,4,0,4,0
"1210","Kec. Jetis ","Ponorogo",20,3,0,0,2,0,3,0,3,0,3,0,3,0,3,0
"1211","Kec. Balong ","Ponorogo",7,10,3,3,1,1,4,0,4,0,4,0,4,0,4,0
"1212","Kec. Kauman ","Ponorogo",0,14,1,1,1,0,0,2,0,2,0,2,0,2,0,2
"1213","Kec. Jambon ","Ponorogo",29,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1214","Kec. Sampung ","Ponorogo",12,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1215","Kec. Ponorogo ","Ponorogo",86,21,4,4,5,2,9,5,9,5,9,5,9,5,9,5
"1216","Kec. Babadan ","Ponorogo",34,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1217","Kec. Jenangan ","Ponorogo",23,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1218","Kec. Sukapura ","Probolinggo",11,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1219","Kec. Sumber ","Probolinggo",11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1220","Kec. Kuripan ","Probolinggo",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1221","Kec. Bantaran ","Probolinggo",15,1,0,0,3,0,4,0,4,0,4,0,4,0,4,0
"1222","Kec. Leces ","Probolinggo",19,23,2,2,2,2,5,3,5,3,5,3,5,3,5,3
"1223","Kec. Tegalsiwalan ","Probolinggo",2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1224","Kec. Banyuanyar ","Probolinggo",9,6,3,3,1,1,0,2,0,2,0,2,0,2,0,2
"1225","Kec. Tiris ","Probolinggo",12,0,1,1,2,0,2,2,2,2,2,2,2,2,2,2
"1226","Kec. Krucil ","Probolinggo",19,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"1227","Kec. Gading ","Probolinggo",31,0,0,0,6,0,5,1,5,1,5,1,5,1,5,1
"1228","Kec. Pakuniran ","Probolinggo",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1229","Kec. ","Probolinggo",0,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"1230","Kec. Paiton ","Probolinggo",90,0,1,1,5,0,9,1,9,1,9,1,9,1,9,1
"1231","Kec. Besuk ","Probolinggo",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1232","Kec. Kraksaan ","Probolinggo",66,17,1,1,10,1,11,1,11,1,11,1,11,1,11,1
"1233","Kec. Krejengan ","Probolinggo",16,13,0,0,4,3,3,1,3,1,3,1,3,1,3,1
"1234","Kec. Pajarakan ","Probolinggo",36,0,3,3,2,0,2,2,2,2,2,2,2,2,2,2
"1235","Kec. Maron ","Probolinggo",13,35,3,3,2,4,1,1,1,1,1,1,1,1,1,1
"1236","Kec. Gending ","Probolinggo",36,3,0,0,2,1,3,1,3,1,3,1,3,1,3,1
"1237","Kec. Dringu ","Probolinggo",24,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"1238","Kec. Tongas ","Probolinggo",18,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2
"1239","Kec. Sumberasih ","Probolinggo",20,0,0,0,4,0,4,2,4,2,4,2,4,2,4,2
"1240","Kec. Kedungkandang ","Malang",61,53,8,8,5,2,12,4,12,4,12,4,12,4,12,4
"1241","Kec. Sukun ","Malang",51,1,0,0,9,0,12,0,12,0,12,0,12,0,12,0
"1242","Kec. Klojen ","Malang",365,8,3,3,17,2,37,3,37,3,37,3,37,3,37,3
"1243","Kec. Blimbing ","Malang",25,0,0,0,6,0,4,0,4,0,4,0,4,0,4,0
"1244","Kec. Lowokwaru ","Malang",223,0,0,0,15,0,25,7,25,7,25,7,25,7,25,7
"1245","Kec. Manguharjo ","Madiun",74,0,0,0,3,0,7,1,7,1,7,1,7,1,7,1
"1246","Kec. Taman ","Madiun",120,0,1,1,5,0,6,4,6,4,6,4,6,4,6,4
"1247","Kec. Kartoharjo ","Madiun",23,0,0,0,5,0,8,2,8,2,8,2,8,2,8,2
"1248","Kec. Mojoroto ","Kediri",140,108,18,18,7,7,18,12,18,12,18,12,18,12,18,12
"1249","Kec. ","Kediri",115,16,6,6,7,0,10,2,10,2,10,2,10,2,10,2
"1250","Kec. Pesantren ","Kediri",39,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"1251","Kec. Prajurit Kulon ","Mojokerto",53,0,0,0,6,0,9,3,9,3,9,3,9,3,9,3
"1252","Kec. Magersari ","Mojokerto",117,0,0,0,7,0,13,1,13,1,13,1,13,1,13,1
"1253","Kec. Sukorejo ","Blitar",41,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"1254","Kec. Kepanjenkidul ","Blitar",63,5,2,2,3,1,12,2,12,2,12,2,12,2,12,2
"1255","Kec. Sananwetan ","Blitar",58,16,0,0,4,1,10,2,10,2,10,2,10,2,10,2
"1256","Kec. Gadingrejo ","Pasuruan",24,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1257","Kec. Purworejo ","Pasuruan",31,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"1258","Kec. Bugul Kidul ","Pasuruan",25,0,0,0,2,0,6,0,6,0,6,0,6,0,6,0
"1259","Kec. Panggungrejo ","Pasuruan",62,3,0,0,6,0,6,2,6,2,6,2,6,2,6,2
"1260","Kec. Kademangan ","Probolinggo",19,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1261","Kec. Wonoasih ","Probolinggo",21,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1262","Kec. Mayangan ","Probolinggo",20,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"1263","Kec. Kanigaran ","Probolinggo",88,0,0,0,8,0,8,2,8,2,8,2,8,2,8,2
"1264","Kec. Batu ","Batu",123,3,0,0,9,0,11,3,11,3,11,3,11,3,11,3
"1265","Kec. Junrejo ","Batu",26,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"1266","Kec. Bumiaji ","Batu",15,0,0,0,3,0,4,0,4,0,4,0,4,0,4,0
