"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","UKS.RusakPerc","Perpus.RusakPerc","Toilet.RusakPerc"
"2658","Kec. Teluk Ambon  ","Ambon","Kepulauan Riau",0,0,0.22,0,0.4
"2659","Kec. Baguala ","Ambon","Kepulauan Riau",0.08,0.11,0.11,0.14,0.12
"2660","Kec. Lei Timur Selatan ","Ambon","Kepulauan Riau",0,0,0.2,0,0.5
"2661","Kec. Pulau Dullah Selatan ","Tual","Lampung",0.21,0.13,0.13,0.14,0.25
"2662","Kec. Pulau Dullah Utara ","Tual","Lampung",0.31,0.5,0,0.4,0
"2663","Kec. Banda ","Maluku Tengah","Kepulauan Riau",0.32,0.43,0.43,0.33,0.75
"2664","Kec. Tehoru ","Maluku Tengah","Kepulauan Riau",0.25,0.22,0,0.29,0
"2665","Kec. Amahai ","Maluku Tengah","Kepulauan Riau",0.27,0.57,0,0.43,0
"2666","Kec. Saparua ","Maluku Tengah","Kepulauan Riau",0,0,0.15,0,0.2
"2667","Kec. Pulau Haruku ","Maluku Tengah","Kepulauan Riau",0.35,0.24,0.11,0.11,0.33
"2668","Kec. Salahutu ","Maluku Tengah","Kepulauan Riau",0,0.12,0,0,0
"2669","Kec. Leihitu ","Maluku Tengah","Kepulauan Riau",0.13,0.07,0,0.14,0
"2670","Kec. Seram Utara ","Maluku Tengah","Kepulauan Riau",0.77,0.8,0,0.5,0
"2671","Kec. Masohi ","Maluku Tengah","Kepulauan Riau",0.15,0.2,0.2,0.33,0.5
"2672","Kec. Nusa Laut ","Maluku Tengah","Kepulauan Riau",0.13,0,0.25,0,0.5
"2673","Kec. Teluk Elpaputih ","Maluku Tengah","Kepulauan Riau",0,0,0.2,0.2,0.5
"2674","Kec. Leihitu Barat ","Maluku Tengah","Kepulauan Riau",0.05,0.22,0,0.17,0
"2675","Kec. Telutih ","Maluku Tengah","Kepulauan Riau",0.37,0.4,0,0.25,0
"2676","Kec. Saparua Timur ","Maluku Tengah","Kepulauan Riau",0.27,0,0.12,0,0.17
"2677","Kec. Kei Kecil ","Maluku Tenggara","Lampung",0.18,0.13,0.28,0.33,0.36
"2678","Kec. Kei Besar ","Maluku Tenggara","Lampung",0.18,0,0,0,0
"2679","Kec. Kei Besar Selatan ","Maluku Tenggara","Lampung",0.6,0,0,0,0
"2680","Kec. Kei Kecil Timur ","Maluku Tenggara","Lampung",0.17,0.33,0,0,0
"2681","Kec. Babar Timur ","Maluku Barat Daya","Kepulauan Riau",0.54,1,0,1,0
"2682","Kec. Mdona Hiera ","Maluku Barat Daya","Kepulauan Riau",1,1,0,0,0
"2683","Kec. Moa Lakor ","Maluku Barat Daya","Kepulauan Riau",0.16,0,0,0,0
"2684","Kec. Pulau Letti ","Maluku Barat Daya","Kepulauan Riau",0.06,0,0,0,0
"2685","Kec. Damer ","Maluku Barat Daya","Kepulauan Riau",0.23,0,0,0,0
"2686","Kec. Pulau-pulau Babar ","Maluku Barat Daya","Kepulauan Riau",0,0,0.5,0,0.5
"2687","Kec. Pulau-pulau Terselatan ","Maluku Barat Daya","Kepulauan Riau",0.12,0,0.22,0,0.5
"2688","Kec. Pulau Wetang ","Maluku Barat Daya","Kepulauan Riau",0.83,1,0,0,0
"2689","Kec. Pulau Lakor ","Maluku Barat Daya","Kepulauan Riau",1,1,0,0,0
"2690","Kec. Ambalau ","Buru Selatan","Kepulauan Riau",0.58,0.29,0,0.5,0
"2691","Kec. Leksula ","Buru Selatan","Kepulauan Riau",0.24,0,0.25,0.33,0.5
"2692","Kec. Namrole ","Buru Selatan","Kepulauan Riau",0.62,0.33,0.33,0.33,0.5
"2693","Kec. Waesama ","Buru Selatan","Kepulauan Riau",0.33,0.5,0.67,0.5,1
"2694","Kec. Airbuaya ","Buru","Kepulauan Riau",0.33,0.5,0,0.5,0
"2695","Kec. Waeapo ","Buru","Kepulauan Riau",0.11,0,0,0,0
"2696","Kec. Namlea ","Buru","Kepulauan Riau",0.16,0.25,0.25,0.25,0.5
"2697","Kec. Waplau ","Buru","Kepulauan Riau",0.07,0,0,0,0
"2698","Kec. Batabual ","Buru","Kepulauan Riau",0.31,0.33,0,0.33,0
"2699","Kec. Tanimbar Selatan ","Kepulauan Tanimbar","0",0.26,0.5,0.43,0.4,0.75
"2700","Kec. Tanimbar Utara ","Kepulauan Tanimbar","0",0.16,0.17,0,0.2,0
"2701","Kec. Selaru ","Kepulauan Tanimbar","0",0,0,0.17,0,0.5
"2702","Kec. Yaru ","Kepulauan Tanimbar","0",0,0.2,0,0.5,0
"2703","Kec. Molu Maru ","Kepulauan Tanimbar","0",1,1,0,1,0
"2704","Kec. Kairatu ","Seram Bagian Barat","Lampung",0.31,0.29,0.17,0,0.5
"2705","Kec. Seram Barat ","Seram Bagian Barat","Lampung",0.17,0.12,0.12,0.08,0.17
"2706","Kec. Taniwel ","Seram Bagian Barat","Lampung",0,0,0.25,0,0.25
"2707","Kec. Huamual ","Seram Bagian Barat","Lampung",0.13,0,0,0.08,0
"2708","Kec. Amalatu ","Seram Bagian Barat","Lampung",0.32,0.5,0,0.25,0
"2709","Kec. Huamual Belakang ","Seram Bagian Barat","Lampung",0.13,0,0.22,0,0.5
"2710","Kec. Kepulauan Manipa ","Seram Bagian Barat","Lampung",0.53,0.14,0.14,0,0.5
"2711","Kec. Kairatu Barat ","Seram Bagian Barat","Lampung",0.02,0.38,0.29,0,1
"2712","Kec. Gerokgak ","Buleleng","Bali",0.2,0.33,0,0,0
"2713","Kec. Seririt ","Buleleng","Bali",0,0,0.17,0,0.5
"2714","Kec. Buleleng ","Buleleng","Bali",0.03,0,0.12,0.08,0.19
"2715","Kec. Sawan ","Buleleng","Bali",0,0,0.25,0,0.5
"2716","Kec. Tejakula ","Buleleng","Bali",0,0,0.14,0,0.25
"2717","Kec. Melaya ","Jembrana","Bali",0,0,0.17,0,0.25
"2718","Kec. Negara ","Jembrana","Bali",0,0,0.33,0,0.25
"2719","Kec. Mendoyo ","Jembrana","Bali",0.15,0.33,0,0,0
"2720","Kec. Jembrana ","Jembrana","Bali",0.1,0.12,0.22,0.33,0.33
"2721","Kec. Tabanan ","Tabanan","Bali",0.01,0.3,0,0.2,0
"2722","Kec. Kediri ","Tabanan","Bali",0,0,0.14,0,0.25
"2723","Kec. Marga ","Tabanan","Bali",0.75,1,0,1,0
"2724","Kec. Baturiti ","Tabanan","Bali",0,0,0.17,0,0.5
"2725","Kec. Penebel ","Tabanan","Bali",0.15,0,0,0,0
"2726","Kec. Kuta ","Badung","Bali",0,0,0.18,0,0.25
"2727","Kec. Kuta Utara ","Badung","Bali",0,0,0.09,0,0.1
"2728","Kec. Mengwi ","Badung","Bali",0.17,0.14,0.14,0.17,0.3
"2729","Kec. Petang ","Badung","Bali",0,0.33,0.33,0,0.5
"2730","Kec. Sukawati ","Gianyar","Bali",0,0,0.2,0,0.5
"2731","Kec. Gianyar ","Gianyar","Bali",0,0,0.29,0,0.5
"2732","Kec. Tampaksiring ","Gianyar","Bali",0.77,0.6,0.5,0.33,0.5
"2733","Kec. Ubud ","Gianyar","Bali",0,0,0.17,0,0.17
"2734","Kec. Tegallalang ","Gianyar","Bali",0,0,0.33,0,0.5
"2735","Kec. Payangan ","Gianyar","Bali",0,0,0,1,0
"2736","Kec. Nusapenida ","Klungkung","Bali",0.12,0,0,0,0
"2737","Kec. Klungkung ","Klungkung","Bali",0.24,0.09,0.23,0.17,0.25
"2738","Kec. Susut ","Bangli","Bali",0,0,0.25,0,0.5
"2739","Kec. Bangli ","Bangli","Bali",0.17,0,0,0,0
"2740","Kec. Rendang ","Karang Asem","0",0,0,0.25,0,0.5
"2741","Kec. Sidemen ","Karang Asem","0",0.26,0,0.5,0,1
"2742","Kec. Karangasem ","Karang Asem","0",0,0,0.2,0.12,0.25
"2743","Kec. Selat ","Karang Asem","0",0.08,0,0,0.5,0
"2744","Kec. Denpasar Selatan ","Denpasar","Bali",0,0,0.08,0,0.1
"2745","Kec. Denpasar Timur ","Denpasar","Bali",0.01,0,0.12,0,0.17
"2746","Kec. Denpasar Barat ","Denpasar","Bali",0.08,0.23,0,0,0
"2747","Kec. Denpasar Utara ","Denpasar","Bali",0,0,0.07,0,0.11
"2748","Kec. Lunyuk ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0.89,1,1,1,1
"2749","Kec. Batulanteh ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0.62,0,0,1,0
"2750","Kec. Sumbawa ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0.32,0.44,0.4,0.1,0.33
"2751","Kec. Moyo Hulu ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",1,0.4,0,1,0
"2752","Kec. Empang ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0.19,0,0,0,0
"2753","Kec. Alas Barat ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0.47,0.75,0,0.5,0
"2754","Kec. Labangka ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0,0,0.25,0,0.5
"2755","Kec. Orong Telu ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0.17,0,0,0,0
"2756","Kec. Utan ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0.13,0,0,0.5,0
"2757","Kec. Lape ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0.93,1,1,1,1
"2758","Kec. Hu`u ","Dompu","Nanggroe Aceh Darussalam (NAD)",0.89,0.4,0,1,0
"2759","Kec. Dompu ","Dompu","Nanggroe Aceh Darussalam (NAD)",0.31,0.4,0.25,0.3,1
"2760","Kec. Woja ","Dompu","Nanggroe Aceh Darussalam (NAD)",0.31,0.2,0.43,0.25,1
"2761","Kec. Kilo ","Dompu","Nanggroe Aceh Darussalam (NAD)",0,0,0.1,0,0.25
"2762","Kec. Kempo ","Dompu","Nanggroe Aceh Darussalam (NAD)",0.27,0,0.2,0,0.5
"2763","Kec. Pekat ","Dompu","Nanggroe Aceh Darussalam (NAD)",0.05,0,0,0,0
"2764","Kec. Pajo ","Dompu","Nanggroe Aceh Darussalam (NAD)",0.44,0,0.25,0,0.5
"2765","Kec. Manggelewa ","Dompu","Nanggroe Aceh Darussalam (NAD)",0.22,0,0,0,0
"2766","Kec. Sekotong ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.29,0,0.5,0.4,0.5
"2767","Kec. Gerung ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.06,0.18,0.25,0.25,0.75
"2768","Kec. Labuapi ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.36,0.4,0.5,0.33,0.75
"2769","Kec. Kediri ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.77,0.67,0,0,0
"2770","Kec. Narmada ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.33,0.25,0.2,0.2,0.38
"2771","Kec. Gunung Sari ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.93,0.33,0.33,0.5,1
"2772","Kec. Kuripan ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0.25,0,0.25
"2773","Kec. Lembar ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.88,0.75,0.5,0.67,1
"2774","Kec. Batu Layar ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.55,0.4,0,0.33,0
"2775","Kec. Lingsar ","Lombok Barat","Nanggroe Aceh Darussalam (NAD)",0.16,0,0.25,0.5,0.5
"2776","Kec. Praya Barat ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.02,0,0,0,0
"2777","Kec. Pujut ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.64,0.6,0.6,0,0.75
"2778","Kec. Praya Timur ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.61,0.5,0,0,0
"2779","Kec. Janapria ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.86,1,1,0.33,0.67
"2780","Kec. Kopang ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.3,0,0.14,0.33,0.25
"2781","Kec. Praya ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.27,0.44,0.36,0.33,0.38
"2782","Kec. Jonggat ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.81,1,1,0.57,0.5
"2783","Kec. Pringgarata ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.53,0.33,0,0,0
"2784","Kec. Batukliang ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.04,0,0.2,0,0.25
"2785","Kec. Batukliang Utara ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",1,0.33,0.5,1,1
"2786","Kec. Praya Barat Daya ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.11,0,0,0,0
"2787","Kec. Praya Tengah ","Lombok Tengah","Nanggroe Aceh Darussalam (NAD)",0.85,0.67,0.67,0.5,1
"2788","Kec. Sakra ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.04,0,0.5,0,1
"2789","Kec. Terara ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0,0.67,0.5,0.33,0.25
"2790","Kec. Sikur ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.37,1,1,0,0.5
"2791","Kec. Masbagik ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.06,0,0,0,0
"2792","Kec. Sukamulia ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0.25,0,0.5
"2793","Kec. Selong ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.09,0.25,0.31,0,0.5
"2794","Kec. Pringgabaya ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.21,0.2,0.2,0,0.5
"2795","Kec. Aikmel ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.19,0.17,0,0.29,0
"2796","Kec. Sambelia ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.33,0.67,0,0,0
"2797","Kec. Labuhan Haji ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.06,0,0.2,0,0.25
"2798","Kec. Suralaga ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.16,0.29,0,0.5,0
"2799","Kec. Sakra Timur ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0.25,0,1
"2800","Kec. Sakra Barat ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.3,0,0,0.25,0
"2801","Kec. Pringgasela ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0.25,1,0.5
"2802","Kec. Montong Gading ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.07,0,0.25,0,0.33
"2803","Kec. Wanasaba ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.79,0.43,0.43,0.5,0.75
"2804","Kec. Sembalun ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.11,1,0,0,0
"2805","Kec. Suela ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0.11,0,0.33,0.33,1
"2806","Kec. Monta ","Bima","Nanggroe Aceh Darussalam (NAD)",0.06,0,0.5,0,0.25
"2807","Kec. Bolo ","Bima","Nanggroe Aceh Darussalam (NAD)",0.27,0.36,0.31,0.33,0.44
"2808","Kec. Woha ","Bima","Nanggroe Aceh Darussalam (NAD)",0.06,0,0.18,0.14,0.33
"2809","Kec. Belo ","Bima","Nanggroe Aceh Darussalam (NAD)",0.2,1,0,0.67,0
"2810","Kec. Wawo ","Bima","Nanggroe Aceh Darussalam (NAD)",0.09,0,0.2,0,0.5
"2811","Kec. Sape ","Bima","Nanggroe Aceh Darussalam (NAD)",0.21,0.15,0.27,0.17,0.67
"2812","Kec. Wera ","Bima","Nanggroe Aceh Darussalam (NAD)",0.02,0,0,0,0
"2813","Kec. Donggo ","Bima","Nanggroe Aceh Darussalam (NAD)",0.22,0.22,0,0.33,0
"2814","Kec. Sanggar ","Bima","Nanggroe Aceh Darussalam (NAD)",0.81,0.17,0.29,0.5,0.5
"2815","Kec. Lambu ","Bima","Nanggroe Aceh Darussalam (NAD)",0.79,0.55,0.17,0.5,0.5
"2816","Kec. Mada pangga ","Bima","Nanggroe Aceh Darussalam (NAD)",0.39,0.17,0.29,0.33,0.33
"2817","Kec. Langgudu ","Bima","Nanggroe Aceh Darussalam (NAD)",0.22,0,0.33,0.25,0.5
"2818","Kec. Soromandi ","Bima","Nanggroe Aceh Darussalam (NAD)",0.37,0.18,0.18,0.33,0.5
"2819","Kec. Parado ","Bima","Nanggroe Aceh Darussalam (NAD)",0.33,1,0,0,0
"2820","Kec. Lambitu ","Bima","Nanggroe Aceh Darussalam (NAD)",0.9,1,0,0.5,0
"2821","Kec. Palibelo ","Bima","Nanggroe Aceh Darussalam (NAD)",0.03,0,0,0,0
"2822","Kec. Jereweh ","Sumbawa Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0.33,0,0.5
"2823","Kec. Taliwang ","Sumbawa Barat","Nanggroe Aceh Darussalam (NAD)",0.11,0,0.11,0,0.33
"2824","Kec. Seteluk ","Sumbawa Barat","Nanggroe Aceh Darussalam (NAD)",0.86,0,0.5,0,1
"2825","Kec. Brang Rea ","Sumbawa Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0.33,0,0.5
"2826","Kec. Sekongkang ","Sumbawa Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0,0.5,0
"2827","Kec. Poto Tano ","Sumbawa Barat","Nanggroe Aceh Darussalam (NAD)",0,0.5,0,0,0
"2828","Kec. Tanjung ","Lombok Utara","Nanggroe Aceh Darussalam (NAD)",0.1,0,0.17,0.33,0.5
"2829","Kec. Gangga ","Lombok Utara","Nanggroe Aceh Darussalam (NAD)",0.1,0,0,0.33,0
"2830","Kec. Bayan ","Lombok Utara","Nanggroe Aceh Darussalam (NAD)",0.15,0,0,0.25,0
"2831","Kec. Pemenang ","Lombok Utara","Nanggroe Aceh Darussalam (NAD)",0.44,0.67,0.67,0.33,1
"2832","Kec. Kayangan ","Lombok Utara","Nanggroe Aceh Darussalam (NAD)",0.07,0,0.17,0,0.33
"2833","Kec. Mataram ","Mataram","Nanggroe Aceh Darussalam (NAD)",0.06,0.14,0,0.25,0
"2834","Kec. Cakranegara ","Mataram","Nanggroe Aceh Darussalam (NAD)",0.03,0,0,0,0
"2835","Kec. Sekarbela ","Mataram","Nanggroe Aceh Darussalam (NAD)",0.15,0,0,0.33,0
"2836","Kec. Selaparang ","Mataram","Nanggroe Aceh Darussalam (NAD)",0.39,0.41,0.28,0.36,0.31
"2837","Kec. Sandubaya ","Mataram","Nanggroe Aceh Darussalam (NAD)",0.03,0,0.09,0.33,0.1
"2838","Kec. RasanaE Barat ","Bima","Nanggroe Aceh Darussalam (NAD)",0.28,0.6,0.6,0.33,0.5
"2839","Kec. Asakota ","Bima","Nanggroe Aceh Darussalam (NAD)",0.04,0,0,0,0
"2840","Kec. Raba ","Bima","Nanggroe Aceh Darussalam (NAD)",0.33,0.27,0.33,0.14,0.36
"2841","Kec. Mpunda ","Bima","Nanggroe Aceh Darussalam (NAD)",0.05,0.11,0,0,0
"2842","Kec. Semau ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.12,0,0,0,0
"2843","Kec. Kupang Barat ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.04,0,0.5,0,0.29
"2844","Kec. Kupang Tengah ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.04,0,0,0,0
"2845","Kec. Amarasi ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.14,0.17,0,0.17,0
"2846","Kec. Kupang Timur ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.33,0.33,0.2,0.25,1
"2847","Kec. Fatuleu ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.07,0.5,0.33,0,0.5
"2848","Kec. Takari ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.29,0,0,0,0
"2849","Kec. Amfoang Selatan ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.92,0.5,0,0.67,0
"2850","Kec. Nekamese ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.14,0,0,0,0
"2851","Kec. Amabi Oefeto Timur ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.81,0,0,0.5,0
"2852","Kec. Amarasi Selatan ","Kupang","Nanggroe Aceh Darussalam (NAD)",0,0.33,0,0.25,0
"2853","Kec. Amarasi Timur ","Kupang","Nanggroe Aceh Darussalam (NAD)",0,0,0.2,0,0.25
"2854","Kec. Amarasi Barat ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.73,0.5,0,0.75,0
"2855","Kec. Amfoang Barat Daya ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.4,0,0,0,0
"2856","Kec. Semau Selatan ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.25,0,0,0,0
"2857","Kec. Taebenu ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.1,0,0,0,0
"2858","Kec. Amabi Oefeto  ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.89,0,0,0,0
"2859","Kec. Fatuleu Tengah ","Kupang","Nanggroe Aceh Darussalam (NAD)",0,0,0,0.25,0
"2860","Kec. Fatuleu Barat ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.38,0.33,0,0.5,0
"2861","Kec. Amfoang Tengah ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.56,1,1,1,1
"2862","Kec. Mollo Utara ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.03,0,0,0,0
"2863","Kec. Mollo Selatan ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.53,0.2,0,0.67,0
"2864","Kec. ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.06,0,0,0,0
"2865","Kec. Kuanfatu ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.64,0,0,0,0
"2866","Kec. Amanuban Timur ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.08,0,0.25,0,0.5
"2867","Kec. Kie ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.17,0,0,0,0
"2868","Kec. Polen ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",1,1,1,1,0.5
"2869","Kec. Boking ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,1,0,0,0
"2870","Kec. Noebana ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.35,1,1,1,0.5
"2871","Kec. Nunkolo ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.67,0,0,0,0
"2872","Kec. Kot`Olin ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",1,0,0,0,0
"2873","Kec. Kolbano ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",1,0,0.5,1,1
"2874","Kec. Nunbena ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",1,0,0,0,0
"2875","Kec. Noebeba ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0.25,0,0,0,0
"2876","Kec. Fatukopa ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",1,0,0,0,0
"2877","Kec. Santian ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0.25,0,0.5
"2878","Kec. Ile Ape ","Lembata","Nanggroe Aceh Darussalam (NAD)",0.64,0.5,0,0.5,0
"2879","Kec. Nubatukan ","Lembata","Nanggroe Aceh Darussalam (NAD)",0.03,0,0.08,0.14,0.17
"2880","Kec. Wulandoni ","Lembata","Nanggroe Aceh Darussalam (NAD)",0.11,0.33,0,1,0
"2881","Kec. Ile Ape Timur ","Lembata","Nanggroe Aceh Darussalam (NAD)",1,0,0,0,0
"2882","Kec. Rote Barat Daya ","Rote-Ndao","0",0.09,0,0,0,0
"2883","Kec. Rote Barat Laut ","Rote-Ndao","0",0,0,0.25,0,0.5
"2884","Kec. Lobalain ","Rote-Ndao","0",0,0,0.14,0,0.5
"2885","Kec. Rote Tengah ","Rote-Ndao","0",1,0,0,0,0
"2886","Kec. Rote Barat ","Rote-Ndao","0",0,0,0.5,0,1
"2887","Kec. Rote Selatan ","Rote-Ndao","0",0.38,0,0.33,0,1
"2888","Kec. Kuwus ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0.3,0.3,0,0,0
"2889","Kec. Macang Pacar ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0.33,0,0.5
"2890","Kec. Ndoso ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0.11,0,0,0,0
"2891","Kec. Lembor Selatan ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0.68,1,0,0.5,0
"2892","Kec. Alor Barat Daya ","Alor","Nanggroe Aceh Darussalam (NAD)",0.02,0,0,0.11,0
"2893","Kec. Alor Selatan ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0.5,0,0.5
"2894","Kec. Alor Timur ","Alor","Nanggroe Aceh Darussalam (NAD)",0.03,0,0,0,0
"2895","Kec. Teluk Mutiara ","Alor","Nanggroe Aceh Darussalam (NAD)",0.2,0.13,0.19,0.12,0.21
"2896","Kec. Pantar ","Alor","Nanggroe Aceh Darussalam (NAD)",0.1,0.75,0.5,0,0.5
"2897","Kec. Alor Tengah Utara ","Alor","Nanggroe Aceh Darussalam (NAD)",0.25,0,0,0,0
"2898","Kec. Pantar Barat ","Alor","Nanggroe Aceh Darussalam (NAD)",0.82,1,1,1,1
"2899","Kec. Pantar Timur ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0.5,0,0.5
"2900","Kec. Pantar Barat Laut ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0,1,0
"2901","Kec. Mataru ","Alor","Nanggroe Aceh Darussalam (NAD)",0.4,1,0,1,0
"2902","Kec. ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0.5,0,0.67
"2903","Kec. Wulang Gitang ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0.27,0.75,0,0,0
"2904","Kec. Larantuka ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0.06,0,0.08
"2905","Kec. Ile Boleng ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0.25,0,0.5
"2906","Kec. Witihama ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0.2,0,0.5
"2907","Kec. Demon Pagong ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0.33,0,0,0,0
"2908","Kec. Lewolema ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0.22,0,0,0,0
"2909","Kec. Solor Selatan ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",1,0,1,1,1
"2910","Kec. Elar ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.17,0,0,0,0
"2911","Kec. ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.21,0.14,0.05,0.29,0.12
"2912","Kec. Lamba Leda ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.55,1,1,0.33,0.25
"2913","Kec. Poco Ranaka ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.09,0,0,0.12,0
"2914","Kec. Sambi Rampas ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.13,0,0.67,0,0.25
"2915","Kec. Borong ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.53,0.38,0.27,0.5,0.3
"2916","Kec. Rana Mese ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.03,0,0.33,0,0.25
"2917","Kec. Poco Ranaka Timur ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.5,0.2,0,0.29,0
"2918","Kec. Elar Selatan ","Manggarai Timur","Nusa Tenggara Barat (NTB)",0.09,0,0,0,0
