"","Kecamatan","Kab.Kota","Provinsi","Kelas.Baik","Kelas.Rusak","Lab.Baik","Lab.Rusak","Perpus.Baik","Perpus.Rusak","UKS.Baik","UKS.Rusak","Toilet.Baik","Toilet.Rusak"
"1952","Kec. Badiri ","Tapanuli Tengah","Sumatera Selatan",10,0,1,0,1,0,0,0,0,0
"1953","Kec. Sitahuis ","Tapanuli Tengah","Sumatera Selatan",0,6,1,1,1,0,0,0,0,0
"1954","Kec. Sirandorung ","Tapanuli Tengah","Sumatera Selatan",11,0,1,0,1,0,0,0,0,0
"1955","Kec. Tukka ","Tapanuli Tengah","Sumatera Selatan",28,9,3,2,1,1,0,0,0,0
"1956","Kec. Pinang Sori ","Tapanuli Tengah","Sumatera Selatan",23,0,2,0,1,0,4,0,16,0
"1957","Kec. Sarudik ","Tapanuli Tengah","Sumatera Selatan",3,0,1,0,1,0,0,0,0,0
"1958","Kec. Pasaribu Tobing ","Tapanuli Tengah","Sumatera Selatan",1,8,2,2,0,1,0,0,0,0
"1959","Kec. Salak ","Pakpak Bharat","Sumatera Barat",25,0,3,0,1,0,0,0,0,0
"1960","Kec. Kerajaan ","Pakpak Bharat","Sumatera Barat",15,0,2,0,1,0,0,0,0,0
"1961","Kec. Sitelutali Urang Jehe ","Pakpak Bharat","Sumatera Barat",19,0,3,0,1,0,0,0,0,0
"1962","Kec. Tinada ","Pakpak Bharat","Sumatera Barat",8,0,3,0,1,0,0,0,0,0
"1963","Kec. Sitelu Tali Urang Julu ","Pakpak Bharat","Sumatera Barat",12,0,3,0,1,0,0,0,0,0
"1964","Kec. Pakkat ","Humbang Hasudutan",NA,23,13,1,1,1,1,0,0,0,0
"1965","Kec. Onan Ganjang ","Humbang Hasudutan",NA,17,0,1,0,1,0,1,1,4,4
"1966","Kec. Lintong Nihuta ","Humbang Hasudutan",NA,39,8,5,0,3,0,0,0,0,0
"1967","Kec. Dolok Sanggul ","Humbang Hasudutan",NA,65,0,4,0,3,0,1,1,4,4
"1968","Kec. Parlilitan ","Humbang Hasudutan",NA,16,0,3,0,1,0,0,0,0,0
"1969","Kec. Pollung ","Humbang Hasudutan",NA,25,0,1,0,1,0,2,0,8,0
"1970","Kec. Paranginan ","Humbang Hasudutan",NA,0,18,0,4,0,1,0,0,0,0
"1971","Kec. Bakti Raja ","Humbang Hasudutan",NA,12,0,1,0,1,0,0,0,0,0
"1972","Kec. Sijamapolang ","Humbang Hasudutan",NA,9,0,2,0,1,0,0,0,0,0
"1973","Kec. Tarabintang ","Humbang Hasudutan",NA,6,0,2,0,1,0,0,0,0,0
"1974","Kec. Mardingding ","Karo","Sumatera Barat",11,1,2,0,1,0,3,1,12,4
"1975","Kec. Laubaleng ","Karo","Sumatera Barat",18,0,3,0,1,0,0,0,0,0
"1976","Kec. Tigabinanga ","Karo","Sumatera Barat",27,0,3,0,1,0,0,0,0,0
"1977","Kec. Juhar ","Karo","Sumatera Barat",9,0,3,0,1,0,0,0,0,0
"1978","Kec. Munte ","Karo","Sumatera Barat",13,0,3,0,1,0,0,0,0,0
"1979","Kec. Kutabuluh ","Karo","Sumatera Barat",7,0,3,0,1,0,0,0,0,0
"1980","Kec. Simpangempat ","Karo","Sumatera Barat",17,0,1,0,1,0,2,0,8,0
"1981","Kec. ","Karo","Sumatera Barat",144,0,17,0,8,0,12,0,48,0
"1982","Kec. Berastagi ","Karo","Sumatera Barat",46,43,3,4,2,2,4,2,16,8
"1983","Kec. Tigapanah ","Karo","Sumatera Barat",28,0,4,0,1,0,2,0,8,0
"1984","Kec. Merek ","Karo","Sumatera Barat",0,5,4,0,1,0,1,1,4,4
"1985","Kec. Barusjahe ","Karo","Sumatera Barat",0,20,0,1,0,1,0,2,0,8
"1986","Kec. Tiganderket ","Karo","Sumatera Barat",18,0,2,0,2,0,0,0,0,0
"1987","Kec. Silimakuta ","Simalungun","Sumatera Selatan",30,31,4,3,1,2,0,2,0,8
"1988","Kec. Purba ","Simalungun","Sumatera Selatan",18,0,0,1,1,0,0,0,0,0
"1989","Kec. Dolok Pardamean ","Simalungun","Sumatera Selatan",13,0,3,0,1,0,0,0,0,0
"1990","Kec. Sidamanik ","Simalungun","Sumatera Selatan",33,0,3,0,2,0,0,0,0,0
"1991","Kec. Girsang Simpangan Bolon ","Simalungun","Sumatera Selatan",29,1,4,0,1,1,0,0,0,0
"1992","Kec. Tanah Jawa ","Simalungun","Sumatera Selatan",49,0,9,0,4,0,9,1,36,4
"1993","Kec. Dolok Panribuan ","Simalungun","Sumatera Selatan",25,0,1,0,1,0,0,0,0,0
"1994","Kec. Panei ","Simalungun","Sumatera Selatan",6,0,0,0,1,0,0,0,0,0
"1995","Kec. Raya ","Simalungun","Sumatera Selatan",50,0,6,3,2,0,7,1,28,4
"1996","Kec. Dolok Silau ","Simalungun","Sumatera Selatan",3,0,0,0,2,0,0,0,0,0
"1997","Kec. Silau Kahean ","Simalungun","Sumatera Selatan",9,0,3,0,1,0,0,0,0,0
"1998","Kec. Raya Kahean ","Simalungun","Sumatera Selatan",12,0,2,0,1,0,0,0,0,0
"1999","Kec. Tapian Dolok ","Simalungun","Sumatera Selatan",14,0,4,0,1,0,1,1,4,4
"2000","Kec. Dolok Batu Nanggar ","Simalungun","Sumatera Selatan",61,1,7,1,5,0,2,2,8,8
"2001","Kec. Siantar ","Simalungun","Sumatera Selatan",60,0,6,0,3,0,3,1,12,4
"2002","Kec. Hutabayu Raja ","Simalungun","Sumatera Selatan",31,0,3,0,2,0,3,1,12,4
"2003","Kec. Pematang Bandar ","Simalungun","Sumatera Selatan",16,0,1,0,2,0,0,0,0,0
"2004","Kec. Bandar ","Simalungun","Sumatera Selatan",90,0,20,0,9,0,8,0,32,0
"2005","Kec. Bosar Maligas ","Simalungun","Sumatera Selatan",9,0,3,0,1,0,0,0,0,0
"2006","Kec. Ujung Padang ","Simalungun","Sumatera Selatan",24,0,3,0,2,0,0,0,0,0
"2007","Kec. Panombeian Panei ","Simalungun","Sumatera Selatan",18,4,2,0,2,0,2,0,8,0
"2008","Kec. Gunung Malela ","Simalungun","Sumatera Selatan",12,0,2,0,2,0,3,1,12,4
"2009","Kec. Bandar Huluan ","Simalungun","Sumatera Selatan",1,0,0,0,1,0,0,0,0,0
"2010","Kec. Jawa Maraja Bah Jambi ","Simalungun","Sumatera Selatan",9,0,1,0,1,0,2,0,8,0
"2011","Kec. Idanogawo ","Nias","Sumatera Barat",32,0,5,0,2,0,0,0,0,0
"2012","Kec. Gido ","Nias","Sumatera Barat",36,20,6,1,4,0,4,0,16,0
"2013","Kec. Hiliduho ","Nias","Sumatera Barat",14,0,1,0,1,0,0,0,0,0
"2014","Kec. Bawolato ","Nias","Sumatera Barat",36,0,5,0,1,0,0,0,0,0
"2015","Kec. Ulugawo ","Nias","Sumatera Barat",2,5,0,0,2,1,0,0,0,0
"2016","Kec. Mau ","Nias","Sumatera Barat",7,0,2,0,2,0,0,0,0,0
"2017","Kec. Hiliserangkai ","Nias","Sumatera Barat",0,0,0,0,0,0,0,0,0,0
"2018","Kec. Botomuzoi ","Nias","Sumatera Barat",10,0,1,0,1,0,0,0,0,0
"2019","Kec. Medang Deras ","Batubara",NA,27,0,3,0,2,0,2,0,8,0
"2020","Kec. Air Putih ","Batubara",NA,42,0,7,0,3,0,2,0,8,0
"2021","Kec. Lima Puluh ","Batubara",NA,30,0,3,2,3,0,2,2,8,8
"2022","Kec. Sei Balai ","Batubara",NA,25,12,5,4,6,3,5,3,20,12
"2023","Kec. Sei Suka ","Batubara",NA,78,0,7,0,4,0,5,1,20,4
"2024","Kec. Talawi ","Batubara",NA,33,0,5,0,3,0,2,0,8,0
"2025","Kec. Tanjung Tiram ","Batubara",NA,27,0,4,0,2,0,3,1,12,4
"2026","Kec. Padang Bolak Julu ","Padang Lawas utara",NA,19,0,3,0,1,0,2,0,8,0
"2027","Kec. Padang Bolak ","Padang Lawas utara",NA,56,0,4,0,3,0,0,0,0,0
"2028","Kec. Halongonan ","Padang Lawas utara",NA,17,0,2,0,1,0,0,0,0,0
"2029","Kec. Dolok Sigompulon ","Padang Lawas utara",NA,15,0,3,0,1,0,0,0,0,0
"2030","Kec. Portibi ","Padang Lawas utara",NA,33,0,1,0,1,0,0,0,0,0
"2031","Kec. Simangambat ","Padang Lawas utara",NA,13,0,5,0,2,0,1,1,4,4
"2032","Kec. Batang Onang ","Padang Lawas utara",NA,19,0,2,0,1,0,0,0,0,0
"2033","Kec. Dolok ","Padang Lawas utara",NA,15,1,2,0,1,0,0,0,0,0
"2034","Kec. Sidikalang ","Dairi","Sulawesi Utara",50,54,3,4,3,3,2,2,8,8
"2035","Kec. Parbuluan ","Dairi","Sulawesi Utara",23,0,2,0,1,0,0,0,0,0
"2036","Kec. Sumbul ","Dairi","Sulawesi Utara",40,5,4,0,4,1,0,0,0,0
"2037","Kec. Pegangan Hilir ","Dairi","Sulawesi Utara",1,20,0,2,1,1,0,0,0,0
"2038","Kec. Siempat Nempu Hulu ","Dairi","Sulawesi Utara",8,5,2,0,1,0,0,0,0,0
"2039","Kec. Siempat Nempu ","Dairi","Sulawesi Utara",12,0,3,0,1,0,4,0,16,0
"2040","Kec. Silima Pungga-Pungga ","Dairi","Sulawesi Utara",21,0,1,0,1,0,0,0,0,0
"2041","Kec. Siempat Nempu Hilir ","Dairi","Sulawesi Utara",10,0,2,0,1,0,0,0,0,0
"2042","Kec. Tigalingga ","Dairi","Sulawesi Utara",32,4,3,0,2,1,0,0,0,0
"2043","Kec. Tanah Pinem ","Dairi","Sulawesi Utara",12,0,2,0,1,0,0,0,0,0
"2044","Kec. Lae Parira ","Dairi","Sulawesi Utara",15,0,3,0,1,0,0,0,0,0
"2045","Kec. Sitinjo ","Dairi","Sulawesi Utara",0,0,0,0,0,0,0,0,0,0
"2046","Kec. Silahi Sabungan ","Dairi","Sulawesi Utara",13,0,3,0,1,0,0,0,0,0
"2047","Kec. Balige ","Toba Samosir","Sumatera Selatan",79,8,6,2,4,0,6,2,24,8
"2048","Kec. Lagu Boti ","Toba Samosir","Sumatera Selatan",45,0,9,0,3,0,1,1,4,4
"2049","Kec. Habinsaran ","Toba Samosir","Sumatera Selatan",24,0,4,0,1,0,2,0,8,0
"2050","Kec. Silaen ","Toba Samosir","Sumatera Selatan",19,0,4,0,1,0,0,0,0,0
"2051","Kec. Lumban Julu ","Toba Samosir","Sumatera Selatan",19,0,2,0,1,0,0,0,0,0
"2052","Kec. Uluan ","Toba Samosir","Sumatera Selatan",20,0,1,0,1,0,0,0,0,0
"2053","Kec. Pintu Pohan Meranti ","Toba Samosir","Sumatera Selatan",7,0,3,0,1,0,1,1,4,4
"2054","Kec. Ajibata ","Toba Samosir","Sumatera Selatan",6,0,3,0,1,0,0,0,0,0
"2055","Kec. Borbor ","Toba Samosir","Sumatera Selatan",14,0,3,0,1,0,0,0,0,0
"2056","Kec. Tampahan ","Toba Samosir","Sumatera Selatan",3,1,0,0,1,0,0,0,0,0
"2057","Kec. Siantar Narumonda ","Toba Samosir","Sumatera Selatan",24,0,2,0,1,0,0,0,0,0
"2058","Kec. Parmaksian ","Toba Samosir","Sumatera Selatan",10,0,6,0,2,0,2,0,8,0
"2059","Kec. Tuhemberua ","Nias Utara","Sumatera Barat",12,0,4,0,1,0,0,0,0,0
"2060","Kec. Lotu ","Nias Utara","Sumatera Barat",20,0,3,0,1,0,0,0,0,0
"2061","Kec. Sitolu Ori ","Nias Utara","Sumatera Barat",14,6,6,1,2,0,1,1,4,4
"2062","Kec. Sawo ","Nias Utara","Sumatera Barat",5,0,2,0,1,0,0,0,0,0
"2063","Kec. Alasa ","Nias Utara","Sumatera Barat",22,0,3,0,2,0,0,0,0,0
"2064","Kec. Namohalu Esiwa ","Nias Utara","Sumatera Barat",14,0,4,0,1,0,0,0,0,0
"2065","Kec. Alasa Talumuzoi ","Nias Utara","Sumatera Barat",6,0,1,0,0,0,0,0,0,0
"2066","Kec. Tugala Oyo ","Nias Utara","Sumatera Barat",3,0,1,0,1,0,0,0,0,0
"2067","Kec. Lahewa ","Nias Utara","Sumatera Barat",33,0,3,0,2,0,0,0,0,0
"2068","Kec. Afulu ","Nias Utara","Sumatera Barat",14,0,1,0,1,0,0,0,0,0
"2069","Kec. Lahewa Timur ","Nias Utara","Sumatera Barat",5,0,2,0,1,0,0,0,0,0
"2070","Kec. Medan Tuntungan ","Medan","Sumatera Barat",57,38,24,3,7,4,13,1,52,4
"2071","Kec. Medan Johor ","Medan","Sumatera Barat",208,7,57,0,17,0,30,2,120,8
"2072","Kec. Medan Amplas ","Medan","Sumatera Barat",42,9,15,4,6,1,10,2,40,8
"2073","Kec. Medan Denai ","Medan","Sumatera Barat",119,22,26,3,13,1,13,1,52,4
"2074","Kec. Medan Area ","Medan","Sumatera Barat",72,39,13,7,8,4,11,6,44,24
"2075","Kec. Medan ","Medan","Sumatera Barat",383,34,44,11,18,4,31,10,124,40
"2076","Kec. Medan Maimun ","Medan","Sumatera Barat",56,0,10,0,7,0,6,0,24,0
"2077","Kec. Medan Polonia ","Medan","Sumatera Barat",101,47,18,3,9,1,13,2,52,8
"2078","Kec. Medan Baru ","Medan","Sumatera Barat",93,26,26,4,11,2,12,6,48,24
"2079","Kec. Medan Selayang ","Medan","Sumatera Barat",57,20,26,2,8,1,17,3,68,12
"2080","Kec. Medan Sunggal ","Medan","Sumatera Barat",158,6,25,3,11,2,17,3,68,12
"2081","Kec. Medan Helvetia ","Medan","Sumatera Barat",216,0,39,0,22,0,17,5,68,20
"2082","Kec. Medan Petisah ","Medan","Sumatera Barat",133,63,22,7,9,2,11,5,44,20
"2083","Kec. Medan Barat ","Medan","Sumatera Barat",168,45,22,4,8,2,14,2,56,8
"2084","Kec. Medan Timur ","Medan","Sumatera Barat",117,23,30,4,12,3,15,2,60,8
"2085","Kec. Medan Perjuangan ","Medan","Sumatera Barat",48,5,12,1,7,1,5,1,20,4
"2086","Kec. Medan Tembung ","Medan","Sumatera Barat",166,14,39,2,12,1,17,3,68,12
"2087","Kec. Medan Deli ","Medan","Sumatera Barat",26,3,11,1,5,1,8,2,32,8
"2088","Kec. Medan Labuhan ","Medan","Sumatera Barat",114,0,11,0,6,0,7,1,28,4
"2089","Kec. Medan Marelan ","Medan","Sumatera Barat",135,0,23,0,12,0,14,2,56,8
"2090","Kec. Medan ","Medan","Sumatera Barat",37,0,6,0,3,0,2,0,8,0
"2091","Kec. Binjai Selatan ","Binjai","Sulawesi Utara",109,1,14,0,5,0,12,0,48,0
"2092","Kec. Binjai ","Binjai","Sulawesi Utara",104,0,19,0,8,0,12,2,48,8
"2093","Kec. Binjai Timur ","Binjai","Sulawesi Utara",37,0,2,3,3,0,2,2,8,8
"2094","Kec. Binjai Utara ","Binjai","Sulawesi Utara",58,6,20,1,11,0,11,5,44,20
"2095","Kec. Binjai Barat ","Binjai","Sulawesi Utara",21,16,3,2,4,0,4,2,16,8
"2096","Kec. Batahan ","Mandailing Natal","Sumatera Barat",13,0,1,0,1,0,0,0,0,0
"2097","Kec. Batang Natal ","Mandailing Natal","Sumatera Barat",14,0,1,0,1,0,0,0,0,0
"2098","Kec. ","Mandailing Natal","Sumatera Barat",19,0,2,0,1,0,2,0,8,0
"2099","Kec. Muara Sipongi ","Mandailing Natal","Sumatera Barat",12,0,3,0,1,0,2,0,8,0
"2100","Kec. Panyabungan ","Mandailing Natal","Sumatera Barat",71,7,9,2,5,1,6,2,24,8
"2101","Kec. Natal ","Mandailing Natal","Sumatera Barat",20,0,1,0,1,0,0,0,0,0
"2102","Kec. Muara Batang Gadis ","Mandailing Natal","Sumatera Barat",19,0,2,0,3,0,2,0,8,0
"2103","Kec. Siabu ","Mandailing Natal","Sumatera Barat",36,0,3,0,3,0,2,2,8,8
"2104","Kec. Panyabungan Utara ","Mandailing Natal","Sumatera Barat",14,0,1,0,1,0,0,0,0,0
"2105","Kec. Panyabungan Timur ","Mandailing Natal","Sumatera Barat",17,0,3,0,2,0,0,0,0,0
"2106","Kec. Panyabungan Selatan ","Mandailing Natal","Sumatera Barat",13,0,1,0,1,0,0,0,0,0
"2107","Kec. Tambangan ","Mandailing Natal","Sumatera Barat",0,11,0,2,0,1,0,2,0,8
"2108","Kec. Lingga Bayu ","Mandailing Natal","Sumatera Barat",13,0,2,0,1,0,0,0,0,0
"2109","Kec. Ranto Baek ","Mandailing Natal","Sumatera Barat",12,0,2,0,1,0,0,0,0,0
"2110","Kec. Sinunukan ","Mandailing Natal","Sumatera Barat",14,0,2,0,1,0,1,1,4,4
"2111","Kec. Huta Bargot ","Mandailing Natal","Sumatera Barat",7,0,1,0,1,0,0,0,0,0
"2112","Kec. Naga Juang ","Mandailing Natal","Sumatera Barat",9,0,0,0,1,0,2,0,8,0
"2113","Kec. Barumun ","Padang Lawas","Sumatera Barat",33,3,6,0,2,1,4,0,16,0
"2114","Kec. Sosa ","Padang Lawas","Sumatera Barat",39,0,3,0,2,0,0,0,0,0
"2115","Kec. Barumun Tengah ","Padang Lawas","Sumatera Barat",0,12,0,1,0,1,0,2,0,8
"2116","Kec. Huta Raja Tinggi ","Padang Lawas","Sumatera Barat",0,7,0,2,0,1,0,0,0,0
"2117","Kec. Ulu Barumun ","Padang Lawas","Sumatera Barat",21,0,2,0,1,0,6,0,24,0
"2118","Kec. Sosopan ","Padang Lawas","Sumatera Barat",11,0,4,0,1,0,0,0,0,0
"2119","Kec. Barumun Selatan ","Padang Lawas","Sumatera Barat",9,0,1,0,1,0,0,0,0,0
"2120","Kec. Sihapas Barumun ","Padang Lawas","Sumatera Barat",7,0,1,0,1,0,0,0,0,0
"2121","Kec. Na. IX-X ","Labuhan Batu Utara",NA,18,0,1,0,1,0,0,0,0,0
"2122","Kec. Aek Natas ","Labuhan Batu Utara",NA,27,0,2,0,1,0,0,0,0,0
"2123","Kec. Aek Kuo ","Labuhan Batu Utara",NA,19,1,3,0,0,1,0,0,0,0
"2124","Kec. Kualuh Hilir ","Labuhan Batu Utara",NA,20,0,4,0,2,0,0,0,0,0
"2125","Kec. Kualuh Selatan ","Labuhan Batu Utara",NA,35,0,3,0,3,0,1,1,4,4
"2126","Kec. Kualuh Hulu ","Labuhan Batu Utara",NA,71,23,18,0,6,1,9,3,36,12
"2127","Kec. Kualuh Leidong ","Labuhan Batu Utara",NA,26,0,3,0,2,0,2,0,8,0
"2128","Kec. Marbau ","Labuhan Batu Utara",NA,18,0,1,0,1,0,1,1,4,4
"2129","Kec. Sungai Kanan ","Labuhan Batu Selatan",NA,43,0,8,0,2,0,2,0,8,0
"2130","Kec. Torgamba ","Labuhan Batu Selatan",NA,48,10,11,4,6,2,10,0,40,0
"2131","Kec. ","Labuhan Batu Selatan",NA,53,0,5,0,2,0,3,1,12,4
"2132","Kec. Silangkitang ","Labuhan Batu Selatan",NA,21,0,4,0,2,0,1,1,4,4
"2133","Kec. Kampung Rakyat ","Labuhan Batu Selatan",NA,36,0,4,0,3,0,2,0,8,0
"2134","Kec. Lolofitu Moi ","Nias Barat","Sumatera Barat",33,0,4,0,3,0,0,0,0,0
"2135","Kec. Sirombu ","Nias Barat","Sumatera Barat",20,0,1,0,2,0,0,0,0,0
"2136","Kec. Lahomi ","Nias Barat","Sumatera Barat",12,0,1,0,1,0,0,0,0,0
"2137","Kec. Mandrehe ","Nias Barat","Sumatera Barat",48,0,5,0,4,0,3,1,12,4
"2138","Kec. Moro o ","Nias Barat","Sumatera Barat",26,3,2,0,2,0,0,0,0,0
"2139","Kec. Ulu Moro o ","Nias Barat","Sumatera Barat",6,0,1,0,1,0,0,0,0,0
"2140","Kec. Mandrehe Utara ","Nias Barat","Sumatera Barat",22,0,2,0,3,0,2,0,8,0
"2141","Kec. Bohorok ","Langkat","Sumatera Barat",23,6,3,1,3,1,0,0,0,0
"2142","Kec. Salapian ","Langkat","Sumatera Barat",6,21,5,1,1,1,3,1,12,4
"2143","Kec. Sei Bingai ","Langkat","Sumatera Barat",24,7,7,0,4,1,0,0,0,0
"2144","Kec. Kuala ","Langkat","Sumatera Barat",46,0,7,0,4,0,4,4,16,16
"2145","Kec. Selesai ","Langkat","Sumatera Barat",24,24,4,0,5,0,7,1,28,4
"2146","Kec. Binjai ","Langkat","Sumatera Barat",3,19,1,2,1,1,0,2,0,8
"2147","Kec. Stabat ","Langkat","Sumatera Barat",62,15,9,3,6,2,10,2,40,8
"2148","Kec. Wampu ","Langkat","Sumatera Barat",20,3,5,0,5,0,1,1,4,4
"2149","Kec. Batang Serangan ","Langkat","Sumatera Barat",10,0,0,0,1,0,0,0,0,0
"2150","Kec. Sawit Seberang ","Langkat","Sumatera Barat",29,0,3,0,3,0,4,0,16,0
"2151","Kec. Padang Tualang ","Langkat","Sumatera Barat",29,2,2,0,2,0,2,0,8,0
"2152","Kec. Hinai ","Langkat","Sumatera Barat",14,0,1,0,1,0,2,0,8,0
"2153","Kec. Secanggang ","Langkat","Sumatera Barat",36,0,3,0,3,0,2,0,8,0
"2154","Kec. Tanjung Pura ","Langkat","Sumatera Barat",36,5,7,0,4,0,5,1,20,4
"2155","Kec. Gebang ","Langkat","Sumatera Barat",22,0,1,1,1,0,1,1,4,4
"2156","Kec. Sei Lepan ","Langkat","Sumatera Barat",35,6,5,1,2,0,4,2,16,8
"2157","Kec. Babalan ","Langkat","Sumatera Barat",15,34,5,4,4,2,2,2,8,8
"2158","Kec. Berandan Barat ","Langkat","Sumatera Barat",14,1,2,0,1,0,0,0,0,0
"2159","Kec. Besitang ","Langkat","Sumatera Barat",27,0,3,0,4,0,2,0,8,0
"2160","Kec. Pangkalan Susu ","Langkat","Sumatera Barat",24,9,2,0,2,1,2,0,8,0
"2161","Kec. Serapit ","Langkat","Sumatera Barat",7,0,0,0,1,0,1,1,4,4
"2162","Kec. Batang Angkola ","Tapanuli Selatan","Sumatera Selatan",25,0,2,0,1,0,0,0,0,0
"2163","Kec. Batang Toru ","Tapanuli Selatan","Sumatera Selatan",19,0,2,0,1,0,0,0,0,0
"2164","Kec. Sipirok ","Tapanuli Selatan","Sumatera Selatan",31,3,6,0,2,0,2,0,8,0
"2165","Kec. Arse ","Tapanuli Selatan","Sumatera Selatan",0,12,1,0,1,0,0,0,0,0
"2166","Kec. Saipar Dolok Hole ","Tapanuli Selatan","Sumatera Selatan",11,0,2,0,1,0,0,0,0,0
"2167","Kec. Marancar ","Tapanuli Selatan","Sumatera Selatan",0,0,0,0,0,0,0,0,0,0
"2168","Kec. Sayur Matinggi ","Tapanuli Selatan","Sumatera Selatan",12,0,1,0,2,0,0,0,0,0
"2169","Kec. Angkola Barat ","Tapanuli Selatan","Sumatera Selatan",20,0,1,0,4,0,0,0,0,0
"2170","Kec. Angkola Selatan ","Tapanuli Selatan","Sumatera Selatan",13,0,2,0,1,0,0,0,0,0
"2171","Kec. Angkola Timur ","Tapanuli Selatan","Sumatera Selatan",12,0,2,0,1,0,1,1,4,4
"2172","Kec. Tantom Angkola ","Tapanuli Selatan","Sumatera Selatan",3,0,1,0,0,0,0,0,0,0
"2173","Kec. Sianjur Mula Mula ","Samosir","Sumatera Selatan",17,0,3,0,1,0,0,0,0,0
"2174","Kec. Onanrunggu  ","Samosir","Sumatera Selatan",16,0,2,0,1,0,0,0,0,0
"2175","Kec. Palipi ","Samosir","Sumatera Selatan",28,0,5,0,4,0,0,0,0,0
"2176","Kec. Pangururan ","Samosir","Sumatera Selatan",71,3,6,3,4,1,2,4,8,16
"2177","Kec. Simanindo ","Samosir","Sumatera Selatan",0,22,0,3,0,2,0,0,0,0
"2178","Kec. Nainggolan ","Samosir","Sumatera Selatan",5,0,0,0,0,0,0,0,0,0
"2179","Kec. Ronggur Nihuta ","Samosir","Sumatera Selatan",57,14,9,0,4,0,1,1,4,4
"2180","Kec. Sitiotio ","Samosir","Sumatera Selatan",6,0,1,0,0,0,0,0,0,0
"2181","Kec. ","Serdang Bedagai","Sumatera Selatan",7,0,4,0,2,0,2,0,8,0
"2182","Kec. Dolok Masihul ","Serdang Bedagai","Sumatera Selatan",27,0,9,0,3,0,3,1,12,4
"2183","Kec. Sipispis ","Serdang Bedagai","Sumatera Selatan",22,12,3,0,3,0,0,0,0,0
"2184","Kec. Dolok Merawan ","Serdang Bedagai","Sumatera Selatan",11,0,1,0,1,0,0,0,0,0
"2185","Kec. Tebing Tinggi ","Serdang Bedagai","Sumatera Selatan",0,10,0,1,0,2,2,0,8,0
"2186","Kec. Bandar Khalifah ","Serdang Bedagai","Sumatera Selatan",15,0,1,0,1,0,2,0,8,0
"2187","Kec. Tanjung Beringin ","Serdang Bedagai","Sumatera Selatan",33,0,2,0,2,0,0,0,0,0
"2188","Kec. Teluk Mengkudu ","Serdang Bedagai","Sumatera Selatan",12,0,1,0,1,0,0,0,0,0
"2189","Kec. Sei Rampah ","Serdang Bedagai","Sumatera Selatan",53,11,4,3,2,3,4,2,16,8
"2190","Kec. Perbaungan ","Serdang Bedagai","Sumatera Selatan",75,8,11,0,7,2,3,1,12,4
"2191","Kec. Pantai Cermin ","Serdang Bedagai","Sumatera Selatan",5,15,3,0,3,0,1,1,4,4
"2192","Kec. Silinda ","Serdang Bedagai","Sumatera Selatan",9,0,1,0,1,0,0,0,0,0
"2193","Kec. Bintang Bayu ","Serdang Bedagai","Sumatera Selatan",10,0,2,0,1,0,1,1,4,4
"2194","Kec. Serbajadi ","Serdang Bedagai","Sumatera Selatan",0,12,0,2,0,1,0,2,0,8
"2195","Kec. Tebing Syahbandar ","Serdang Bedagai","Sumatera Selatan",23,0,5,0,3,0,1,1,4,4
"2196","Kec. Sei Bamban ","Serdang Bedagai","Sumatera Selatan",14,12,4,1,3,1,2,0,8,0
"2197","Kec. Pegajahan ","Serdang Bedagai","Sumatera Selatan",22,0,5,0,3,0,1,1,4,4
"2198","Kec. Bandar Pasir Mandoge ","Asahan","Sulawesi Utara",19,0,3,0,2,0,2,0,8,0
"2199","Kec. Bandar Pulau ","Asahan","Sulawesi Utara",10,0,4,0,1,0,0,0,0,0
"2200","Kec. Pulau Rakyat ","Asahan","Sulawesi Utara",45,0,2,0,2,0,2,0,8,0
"2201","Kec. Tanjung Balai ","Asahan","Sulawesi Utara",18,0,5,0,1,0,2,0,8,0
"2202","Kec. Simpang Empat ","Asahan","Sulawesi Utara",2,20,0,1,0,1,0,0,0,0
"2203","Kec. Air Batu ","Asahan","Sulawesi Utara",21,0,6,0,3,0,2,0,8,0
"2204","Kec. Buntu Pane ","Asahan","Sulawesi Utara",18,0,3,0,1,0,2,2,8,8
"2205","Kec. Meranti ","Asahan","Sulawesi Utara",49,0,5,0,5,0,0,0,0,0
"2206","Kec. Air Joman ","Asahan","Sulawesi Utara",35,0,2,0,2,0,1,1,4,4
"2207","Kec. Aek Kuasan ","Asahan","Sulawesi Utara",14,0,2,0,1,0,0,0,0,0
"2208","Kec. Kisaran Barat ","Asahan","Sulawesi Utara",96,0,14,0,8,0,11,1,44,4
"2209","Kec. Kisaran Timur ","Asahan","Sulawesi Utara",151,1,16,0,8,0,7,1,28,4
"2210","Kec. Aek Songsongan ","Asahan","Sulawesi Utara",22,3,4,0,3,0,0,0,0,0
"2211","Kec. Sei Kepayang Barat ","Asahan","Sulawesi Utara",0,12,0,2,0,1,0,0,0,0
"2212","Kec. Sei dadap ","Asahan","Sulawesi Utara",7,0,0,0,1,0,0,0,0,0
"2213","Kec. Tinggi Raja ","Asahan","Sulawesi Utara",7,0,2,0,4,0,0,0,0,0
"2214","Kec. Setia Janji ","Asahan","Sulawesi Utara",7,0,0,0,1,0,1,1,4,4
"2215","Kec. Pulo Bandring ","Asahan","Sulawesi Utara",0,5,0,1,0,1,0,0,0,0
"2216","Kec. Rawang Panca Arga ","Asahan","Sulawesi Utara",3,0,0,0,1,0,0,0,0,0
