"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","Perpus.RusakPerc","Toilet.Guru.L.RusakPerc","Toilet.Guru.P.RusakPerc","Toilet.Murid.L.RusakPerc","Toilet.Murid.P.RusakPerc"
"2047","Kec. Balige ","Toba Samosir","Sumatera Selatan",0.09,0.25,0,0.25,0.25,0.25,0.25
"2048","Kec. Lagu Boti ","Toba Samosir","Sumatera Selatan",0,0,0,0.5,0.5,0.5,0.5
"2049","Kec. Habinsaran ","Toba Samosir","Sumatera Selatan",0,0,0,0,0,0,0
"2050","Kec. Silaen ","Toba Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2051","Kec. Lumban Julu ","Toba Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2052","Kec. Uluan ","Toba Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2053","Kec. Pintu Pohan Meranti ","Toba Samosir","Sumatera Selatan",0,0,0,0.5,0.5,0.5,0.5
"2054","Kec. Ajibata ","Toba Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2055","Kec. Borbor ","Toba Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2056","Kec. Tampahan ","Toba Samosir","Sumatera Selatan",0.25,NA,0,NA,NA,NA,NA
"2057","Kec. Siantar Narumonda ","Toba Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2058","Kec. Parmaksian ","Toba Samosir","Sumatera Selatan",0,0,0,0,0,0,0
"2059","Kec. Tuhemberua ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2060","Kec. Lotu ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2061","Kec. Sitolu Ori ","Nias Utara","Sumatera Barat",0.3,0.14,0,0.5,0.5,0.5,0.5
"2062","Kec. Sawo ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2063","Kec. Alasa ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2064","Kec. Namohalu Esiwa ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2065","Kec. Alasa Talumuzoi ","Nias Utara","Sumatera Barat",0,0,NA,NA,NA,NA,NA
"2066","Kec. Tugala Oyo ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2067","Kec. Lahewa ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2068","Kec. Afulu ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2069","Kec. Lahewa Timur ","Nias Utara","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2070","Kec. Medan Tuntungan ","Medan","Sumatera Barat",0.4,0.11,0.36,0.07,0.07,0.07,0.07
"2071","Kec. Medan Johor ","Medan","Sumatera Barat",0.03,0,0,0.06,0.06,0.06,0.06
"2072","Kec. Medan Amplas ","Medan","Sumatera Barat",0.18,0.21,0.14,0.17,0.17,0.17,0.17
"2073","Kec. Medan Denai ","Medan","Sumatera Barat",0.16,0.1,0.07,0.07,0.07,0.07,0.07
"2074","Kec. Medan Area ","Medan","Sumatera Barat",0.35,0.35,0.33,0.35,0.35,0.35,0.35
"2075","Kec. Medan ","Medan","Sumatera Barat",0.08,0.2,0.18,0.24,0.24,0.24,0.24
"2076","Kec. Medan Maimun ","Medan","Sumatera Barat",0,0,0,0,0,0,0
"2077","Kec. Medan Polonia ","Medan","Sumatera Barat",0.32,0.14,0.1,0.13,0.13,0.13,0.13
"2078","Kec. Medan Baru ","Medan","Sumatera Barat",0.22,0.13,0.15,0.33,0.33,0.33,0.33
"2079","Kec. Medan Selayang ","Medan","Sumatera Barat",0.26,0.07,0.11,0.15,0.15,0.15,0.15
"2080","Kec. Medan Sunggal ","Medan","Sumatera Barat",0.04,0.11,0.15,0.15,0.15,0.15,0.15
"2081","Kec. Medan Helvetia ","Medan","Sumatera Barat",0,0,0,0.23,0.23,0.23,0.23
"2082","Kec. Medan Petisah ","Medan","Sumatera Barat",0.32,0.24,0.18,0.31,0.31,0.31,0.31
"2083","Kec. Medan Barat ","Medan","Sumatera Barat",0.21,0.15,0.2,0.12,0.12,0.12,0.12
"2084","Kec. Medan Timur ","Medan","Sumatera Barat",0.16,0.12,0.2,0.12,0.12,0.12,0.12
"2085","Kec. Medan Perjuangan ","Medan","Sumatera Barat",0.09,0.08,0.12,0.17,0.17,0.17,0.17
"2086","Kec. Medan Tembung ","Medan","Sumatera Barat",0.08,0.05,0.08,0.15,0.15,0.15,0.15
"2087","Kec. Medan Deli ","Medan","Sumatera Barat",0.1,0.08,0.17,0.2,0.2,0.2,0.2
"2088","Kec. Medan Labuhan ","Medan","Sumatera Barat",0,0,0,0.12,0.12,0.12,0.12
"2089","Kec. Medan Marelan ","Medan","Sumatera Barat",0,0,0,0.12,0.12,0.12,0.12
"2090","Kec. Medan ","Medan","Sumatera Barat",0,0,0,0,0,0,0
"2091","Kec. Binjai Selatan ","Binjai","Sulawesi Utara",0.01,0,0,0,0,0,0
"2092","Kec. Binjai ","Binjai","Sulawesi Utara",0,0,0,0.14,0.14,0.14,0.14
"2093","Kec. Binjai Timur ","Binjai","Sulawesi Utara",0,0.6,0,0.5,0.5,0.5,0.5
"2094","Kec. Binjai Utara ","Binjai","Sulawesi Utara",0.09,0.05,0,0.31,0.31,0.31,0.31
"2095","Kec. Binjai Barat ","Binjai","Sulawesi Utara",0.43,0.4,0,0.33,0.33,0.33,0.33
"2096","Kec. Batahan ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2097","Kec. Batang Natal ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2098","Kec. ","Mandailing Natal","Sumatera Barat",0,0,0,0,0,0,0
"2099","Kec. Muara Sipongi ","Mandailing Natal","Sumatera Barat",0,0,0,0,0,0,0
"2100","Kec. Panyabungan ","Mandailing Natal","Sumatera Barat",0.09,0.18,0.17,0.25,0.25,0.25,0.25
"2101","Kec. Natal ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2102","Kec. Muara Batang Gadis ","Mandailing Natal","Sumatera Barat",0,0,0,0,0,0,0
"2103","Kec. Siabu ","Mandailing Natal","Sumatera Barat",0,0,0,0.5,0.5,0.5,0.5
"2104","Kec. Panyabungan Utara ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2105","Kec. Panyabungan Timur ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2106","Kec. Panyabungan Selatan ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2107","Kec. Tambangan ","Mandailing Natal","Sumatera Barat",1,1,1,1,1,1,1
"2108","Kec. Lingga Bayu ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2109","Kec. Ranto Baek ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2110","Kec. Sinunukan ","Mandailing Natal","Sumatera Barat",0,0,0,0.5,0.5,0.5,0.5
"2111","Kec. Huta Bargot ","Mandailing Natal","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2112","Kec. Naga Juang ","Mandailing Natal","Sumatera Barat",0,NA,0,0,0,0,0
"2113","Kec. Barumun ","Padang Lawas","Sumatera Barat",0.08,0,0.33,0,0,0,0
"2114","Kec. Sosa ","Padang Lawas","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2115","Kec. Barumun Tengah ","Padang Lawas","Sumatera Barat",1,1,1,1,1,1,1
"2116","Kec. Huta Raja Tinggi ","Padang Lawas","Sumatera Barat",1,1,1,NA,NA,NA,NA
"2117","Kec. Ulu Barumun ","Padang Lawas","Sumatera Barat",0,0,0,0,0,0,0
"2118","Kec. Sosopan ","Padang Lawas","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2119","Kec. Barumun Selatan ","Padang Lawas","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2120","Kec. Sihapas Barumun ","Padang Lawas","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2121","Kec. Na. IX-X ","Labuhan Batu Utara",NA,0,0,0,NA,NA,NA,NA
"2122","Kec. Aek Natas ","Labuhan Batu Utara",NA,0,0,0,NA,NA,NA,NA
"2123","Kec. Aek Kuo ","Labuhan Batu Utara",NA,0.05,0,1,NA,NA,NA,NA
"2124","Kec. Kualuh Hilir ","Labuhan Batu Utara",NA,0,0,0,NA,NA,NA,NA
"2125","Kec. Kualuh Selatan ","Labuhan Batu Utara",NA,0,0,0,0.5,0.5,0.5,0.5
"2126","Kec. Kualuh Hulu ","Labuhan Batu Utara",NA,0.24,0,0.14,0.25,0.25,0.25,0.25
"2127","Kec. Kualuh Leidong ","Labuhan Batu Utara",NA,0,0,0,0,0,0,0
"2128","Kec. Marbau ","Labuhan Batu Utara",NA,0,0,0,0.5,0.5,0.5,0.5
"2129","Kec. Sungai Kanan ","Labuhan Batu Selatan",NA,0,0,0,0,0,0,0
"2130","Kec. Torgamba ","Labuhan Batu Selatan",NA,0.17,0.27,0.25,0,0,0,0
"2131","Kec. ","Labuhan Batu Selatan",NA,0,0,0,0.25,0.25,0.25,0.25
"2132","Kec. Silangkitang ","Labuhan Batu Selatan",NA,0,0,0,0.5,0.5,0.5,0.5
"2133","Kec. Kampung Rakyat ","Labuhan Batu Selatan",NA,0,0,0,0,0,0,0
"2134","Kec. Lolofitu Moi ","Nias Barat","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2135","Kec. Sirombu ","Nias Barat","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2136","Kec. Lahomi ","Nias Barat","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2137","Kec. Mandrehe ","Nias Barat","Sumatera Barat",0,0,0,0.25,0.25,0.25,0.25
"2138","Kec. Moro o ","Nias Barat","Sumatera Barat",0.1,0,0,NA,NA,NA,NA
"2139","Kec. Ulu Moro o ","Nias Barat","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2140","Kec. Mandrehe Utara ","Nias Barat","Sumatera Barat",0,0,0,0,0,0,0
"2141","Kec. Bohorok ","Langkat","Sumatera Barat",0.21,0.25,0.25,NA,NA,NA,NA
"2142","Kec. Salapian ","Langkat","Sumatera Barat",0.78,0.17,0.5,0.25,0.25,0.25,0.25
"2143","Kec. Sei Bingai ","Langkat","Sumatera Barat",0.23,0,0.2,NA,NA,NA,NA
"2144","Kec. Kuala ","Langkat","Sumatera Barat",0,0,0,0.5,0.5,0.5,0.5
"2145","Kec. Selesai ","Langkat","Sumatera Barat",0.5,0,0,0.12,0.12,0.12,0.12
"2146","Kec. Binjai ","Langkat","Sumatera Barat",0.86,0.67,0.5,1,1,1,1
"2147","Kec. Stabat ","Langkat","Sumatera Barat",0.19,0.25,0.25,0.17,0.17,0.17,0.17
"2148","Kec. Wampu ","Langkat","Sumatera Barat",0.13,0,0,0.5,0.5,0.5,0.5
"2149","Kec. Batang Serangan ","Langkat","Sumatera Barat",0,NA,0,NA,NA,NA,NA
"2150","Kec. Sawit Seberang ","Langkat","Sumatera Barat",0,0,0,0,0,0,0
"2151","Kec. Padang Tualang ","Langkat","Sumatera Barat",0.06,0,0,0,0,0,0
"2152","Kec. Hinai ","Langkat","Sumatera Barat",0,0,0,0,0,0,0
"2153","Kec. Secanggang ","Langkat","Sumatera Barat",0,0,0,0,0,0,0
"2154","Kec. Tanjung Pura ","Langkat","Sumatera Barat",0.12,0,0,0.17,0.17,0.17,0.17
"2155","Kec. Gebang ","Langkat","Sumatera Barat",0,0.5,0,0.5,0.5,0.5,0.5
"2156","Kec. Sei Lepan ","Langkat","Sumatera Barat",0.15,0.17,0,0.33,0.33,0.33,0.33
"2157","Kec. Babalan ","Langkat","Sumatera Barat",0.69,0.44,0.33,0.5,0.5,0.5,0.5
"2158","Kec. Berandan Barat ","Langkat","Sumatera Barat",0.07,0,0,NA,NA,NA,NA
"2159","Kec. Besitang ","Langkat","Sumatera Barat",0,0,0,0,0,0,0
"2160","Kec. Pangkalan Susu ","Langkat","Sumatera Barat",0.27,0,0.33,0,0,0,0
"2161","Kec. Serapit ","Langkat","Sumatera Barat",0,NA,0,0.5,0.5,0.5,0.5
"2162","Kec. Batang Angkola ","Tapanuli Selatan","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2163","Kec. Batang Toru ","Tapanuli Selatan","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2164","Kec. Sipirok ","Tapanuli Selatan","Sumatera Selatan",0.09,0,0,0,0,0,0
"2165","Kec. Arse ","Tapanuli Selatan","Sumatera Selatan",1,0,0,NA,NA,NA,NA
"2166","Kec. Saipar Dolok Hole ","Tapanuli Selatan","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2167","Kec. Marancar ","Tapanuli Selatan","Sumatera Selatan",NA,NA,NA,NA,NA,NA,NA
"2168","Kec. Sayur Matinggi ","Tapanuli Selatan","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2169","Kec. Angkola Barat ","Tapanuli Selatan","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2170","Kec. Angkola Selatan ","Tapanuli Selatan","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2171","Kec. Angkola Timur ","Tapanuli Selatan","Sumatera Selatan",0,0,0,0.5,0.5,0.5,0.5
"2172","Kec. Tantom Angkola ","Tapanuli Selatan","Sumatera Selatan",0,0,NA,NA,NA,NA,NA
"2173","Kec. Sianjur Mula Mula ","Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2174","Kec. Onanrunggu  ","Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2175","Kec. Palipi ","Samosir","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2176","Kec. Pangururan ","Samosir","Sumatera Selatan",0.04,0.33,0.2,0.67,0.67,0.67,0.67
"2177","Kec. Simanindo ","Samosir","Sumatera Selatan",1,1,1,NA,NA,NA,NA
"2178","Kec. Nainggolan ","Samosir","Sumatera Selatan",0,NA,NA,NA,NA,NA,NA
"2179","Kec. Ronggur Nihuta ","Samosir","Sumatera Selatan",0.2,0,0,0.5,0.5,0.5,0.5
"2180","Kec. Sitiotio ","Samosir","Sumatera Selatan",0,0,NA,NA,NA,NA,NA
"2181","Kec. ","Serdang Bedagai","Sumatera Selatan",0,0,0,0,0,0,0
"2182","Kec. Dolok Masihul ","Serdang Bedagai","Sumatera Selatan",0,0,0,0.25,0.25,0.25,0.25
"2183","Kec. Sipispis ","Serdang Bedagai","Sumatera Selatan",0.35,0,0,NA,NA,NA,NA
"2184","Kec. Dolok Merawan ","Serdang Bedagai","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2185","Kec. Tebing Tinggi ","Serdang Bedagai","Sumatera Selatan",1,1,1,0,0,0,0
"2186","Kec. Bandar Khalifah ","Serdang Bedagai","Sumatera Selatan",0,0,0,0,0,0,0
"2187","Kec. Tanjung Beringin ","Serdang Bedagai","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2188","Kec. Teluk Mengkudu ","Serdang Bedagai","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2189","Kec. Sei Rampah ","Serdang Bedagai","Sumatera Selatan",0.17,0.43,0.6,0.33,0.33,0.33,0.33
"2190","Kec. Perbaungan ","Serdang Bedagai","Sumatera Selatan",0.1,0,0.22,0.25,0.25,0.25,0.25
"2191","Kec. Pantai Cermin ","Serdang Bedagai","Sumatera Selatan",0.75,0,0,0.5,0.5,0.5,0.5
"2192","Kec. Silinda ","Serdang Bedagai","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2193","Kec. Bintang Bayu ","Serdang Bedagai","Sumatera Selatan",0,0,0,0.5,0.5,0.5,0.5
"2194","Kec. Serbajadi ","Serdang Bedagai","Sumatera Selatan",1,1,1,1,1,1,1
"2195","Kec. Tebing Syahbandar ","Serdang Bedagai","Sumatera Selatan",0,0,0,0.5,0.5,0.5,0.5
"2196","Kec. Sei Bamban ","Serdang Bedagai","Sumatera Selatan",0.46,0.2,0.25,0,0,0,0
"2197","Kec. Pegajahan ","Serdang Bedagai","Sumatera Selatan",0,0,0,0.5,0.5,0.5,0.5
"2198","Kec. Bandar Pasir Mandoge ","Asahan","Sulawesi Utara",0,0,0,0,0,0,0
"2199","Kec. Bandar Pulau ","Asahan","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2200","Kec. Pulau Rakyat ","Asahan","Sulawesi Utara",0,0,0,0,0,0,0
"2201","Kec. Tanjung Balai ","Asahan","Sulawesi Utara",0,0,0,0,0,0,0
"2202","Kec. Simpang Empat ","Asahan","Sulawesi Utara",0.91,1,1,NA,NA,NA,NA
"2203","Kec. Air Batu ","Asahan","Sulawesi Utara",0,0,0,0,0,0,0
"2204","Kec. Buntu Pane ","Asahan","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2205","Kec. Meranti ","Asahan","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2206","Kec. Air Joman ","Asahan","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2207","Kec. Aek Kuasan ","Asahan","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2208","Kec. Kisaran Barat ","Asahan","Sulawesi Utara",0,0,0,0.08,0.08,0.08,0.08
"2209","Kec. Kisaran Timur ","Asahan","Sulawesi Utara",0.01,0,0,0.12,0.12,0.12,0.12
"2210","Kec. Aek Songsongan ","Asahan","Sulawesi Utara",0.12,0,0,NA,NA,NA,NA
"2211","Kec. Sei Kepayang Barat ","Asahan","Sulawesi Utara",1,1,1,NA,NA,NA,NA
"2212","Kec. Sei dadap ","Asahan","Sulawesi Utara",0,NA,0,NA,NA,NA,NA
"2213","Kec. Tinggi Raja ","Asahan","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2214","Kec. Setia Janji ","Asahan","Sulawesi Utara",0,NA,0,0.5,0.5,0.5,0.5
"2215","Kec. Pulo Bandring ","Asahan","Sulawesi Utara",1,1,1,NA,NA,NA,NA
"2216","Kec. Rawang Panca Arga ","Asahan","Sulawesi Utara",0,NA,0,NA,NA,NA,NA
"2217","Kec. Pulau-Pulau Batu ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2218","Kec. Teluk Dalam ","Nias Selatan","Sumatera Barat",0.28,0,0.25,0,0,0,0
"2219","Kec. Amandraya ","Nias Selatan","Sumatera Barat",0.31,0.75,0.5,0,0,0,0
"2220","Kec. Lahusa ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2221","Kec. Gomo ","Nias Selatan","Sumatera Barat",0,0,0,0.5,0.5,0.5,0.5
"2222","Kec. Lolomatua ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2223","Kec. Lolowau ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2224","Kec. Hibala ","Nias Selatan","Sumatera Barat",0,NA,0,NA,NA,NA,NA
"2225","Kec. Susua ","Nias Selatan","Sumatera Barat",0,NA,0,NA,NA,NA,NA
"2226","Kec. Maniamolo ","Nias Selatan","Sumatera Barat",0.04,0,0,0.5,0.5,0.5,0.5
"2227","Kec. Hilimegai ","Nias Selatan","Sumatera Barat",0.65,1,0.5,NA,NA,NA,NA
"2228","Kec. Toma ","Nias Selatan","Sumatera Barat",0,0,0,0.5,0.5,0.5,0.5
"2229","Kec. Mazino ","Nias Selatan","Sumatera Barat",0,0,0,0,0,0,0
"2230","Kec. Umbunasi ","Nias Selatan","Sumatera Barat",0,NA,0,NA,NA,NA,NA
"2231","Kec. Aramo ","Nias Selatan","Sumatera Barat",0.32,0.5,0.5,NA,NA,NA,NA
"2232","Kec. Mazo ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2233","Kec. Fanayama ","Nias Selatan","Sumatera Barat",1,1,1,NA,NA,NA,NA
"2234","Kec. Ulunoyo ","Nias Selatan","Sumatera Barat",0,0,0,0,0,0,0
"2235","Kec. Huruna ","Nias Selatan","Sumatera Barat",0.12,NA,0.5,NA,NA,NA,NA
"2236","Kec. Oou ","Nias Selatan","Sumatera Barat",0,NA,0,NA,NA,NA,NA
"2237","Kec. Onohazumba ","Nias Selatan","Sumatera Barat",0,0,0,0,0,0,0
"2238","Kec. Hilisalawaahe ","Nias Selatan","Sumatera Barat",0.23,0,0,NA,NA,NA,NA
"2239","Kec. Ulususua ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2240","Kec. Siduaori ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2241","Kec. Somambawa ","Nias Selatan","Sumatera Barat",0.06,0,0,NA,NA,NA,NA
"2242","Kec. Boronadu ","Nias Selatan","Sumatera Barat",0,NA,0,NA,NA,NA,NA
"2243","Kec. Ulu Idanotae ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2244","Kec. Idanotae ","Nias Selatan","Sumatera Barat",0,0,NA,0,0,0,0
"2245","Kec. Pulau-pulau Batu Barat ","Nias Selatan","Sumatera Barat",0,NA,NA,NA,NA,NA,NA
"2246","Kec. Simuk ","Nias Selatan","Sumatera Barat",0,0,NA,NA,NA,NA,NA
"2247","Kec. Tanah Masa ","Nias Selatan","Sumatera Barat",0,NA,NA,NA,NA,NA,NA
"2248","Kec. Onolalu ","Nias Selatan","Sumatera Barat",0,NA,0,NA,NA,NA,NA
"2249","Kec. Luahagundre Maniamolo ","Nias Selatan","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2250","Kec. Padang Hulu ","Tebing Tinggi","Sumatera Selatan",0,0,0,0,0,0,0
"2251","Kec. Rambutan ","Tebing Tinggi","Sumatera Selatan",0.31,0.27,0.33,0.25,0.25,0.25,0.25
"2252","Kec. Padang Hilir ","Tebing Tinggi","Sumatera Selatan",0,NA,0,0,0,0,0
"2253","Kec. Bajenis ","Tebing Tinggi","Sumatera Selatan",0,0,0,NA,NA,NA,NA
"2254","Kec. Tebing Tinggi ","Tebing Tinggi","Sumatera Selatan",0.26,0.07,0.14,0.29,0.29,0.29,0.29
"2255","Kec. Siantar Marihat ","Pematangsiantar",NA,0,0,0,0.33,0.33,0.33,0.33
"2256","Kec. Siantar Selatan ","Pematangsiantar",NA,0.04,0,0,0,0,0,0
"2257","Kec. Siantar Barat ","Pematangsiantar",NA,0.14,0.22,0.17,0.4,0.4,0.4,0.4
"2258","Kec. Siantar Utara ","Pematangsiantar",NA,0,0,0,0,0,0,0
"2259","Kec. Siantar Timur ","Pematangsiantar",NA,0.36,0.13,0.12,0.4,0.4,0.4,0.4
"2260","Kec. Siantar Martoba ","Pematangsiantar",NA,0,0,0,0.25,0.25,0.25,0.25
"2261","Kec. Siantar Marimbun ","Pematangsiantar",NA,0,0,0,0,0,0,0
"2262","Kec. Siantar Sitalasari ","Pematangsiantar",NA,0,0,0,0,0,0,0
"2263","Kec. Datuk Bandar ","Tanjung Balai","Sumatera Selatan",0,0,0,0,0,0,0
"2264","Kec. Tanjung Balai Selatan ","Tanjung Balai","Sumatera Selatan",0.12,0.09,0,0,0,0,0
"2265","Kec. S. Tualang Raso ","Tanjung Balai","Sumatera Selatan",0,0,0,0,0,0,0
"2266","Kec. Teluk Nibung ","Tanjung Balai","Sumatera Selatan",0.95,1,1,1,1,1,1
"2267","Kec. Sibolga Utara ","Sibolga","Sumatera Selatan",0,0,0,0.5,0.5,0.5,0.5
"2268","Kec. Sibolga ","Sibolga","Sumatera Selatan",0,0,0,0,0,0,0
"2269","Kec. Sibolga Selatan ","Sibolga","Sumatera Selatan",0,0,0,0.5,0.5,0.5,0.5
"2270","Kec. Padang Sidimpuan Selatan ","Padang Sidimpuan",NA,0.14,0,0,0.17,0.17,0.17,0.17
"2271","Kec. Padang Sidimpuan Utara ","Padang Sidimpuan",NA,0.02,0.17,0,0.3,0.3,0.3,0.3
"2272","Kec. Batu Nadua ","Padang Sidimpuan",NA,0,0,0,0.25,0.25,0.25,0.25
"2273","Kec. Hutaimbaru ","Padang Sidimpuan",NA,1,NA,0,0.5,0.5,0.5,0.5
"2274","Kec. Padang Sidimpuan Tenggara ","Padang Sidimpuan",NA,0,0,0,NA,NA,NA,NA
"2275","Kec. Angkola Julu ","Padang Sidimpuan",NA,0,NA,0,NA,NA,NA,NA
"2276","Kec. Gunungsitoli Idanoi ","Gunungsitoli","Sumatera Barat",0,0,0,NA,NA,NA,NA
"2277","Kec. Gunungsitoli ","Gunungsitoli","Sumatera Barat",0.19,0.08,0.14,0.42,0.42,0.42,0.42
"2278","Kec. Gunungsitoli Selatan ","Gunungsitoli","Sumatera Barat",0,0,0,0,0,0,0
"2279","Kec. Gunungsitoli Utara ","Gunungsitoli","Sumatera Barat",0,0,0,0.5,0.5,0.5,0.5
"2280","Kec. Bonjol ","Pasaman","Sulawesi Tenggara",0,0,0,0.25,0.25,0.25,0.25
"2281","Kec. Lubuk Sikaping ","Pasaman","Sulawesi Tenggara",0,0,0,0,0,0,0
"2282","Kec. II Koto ","Pasaman","Sulawesi Tenggara",1,1,1,1,1,1,1
"2283","Kec. Panti ","Pasaman","Sulawesi Tenggara",1,1,1,1,1,1,1
"2284","Kec.Tigo Nagari ","Pasaman","Sulawesi Tenggara",0,0,0,0,0,0,0
"2285","Kec. Rao ","Pasaman","Sulawesi Tenggara",0,0,0,0,0,0,0
"2286","Kec. Mapat Tunggul ","Pasaman","Sulawesi Tenggara",0.17,0.5,0,0.5,0.5,0.5,0.5
"2287","Kec. Mapat Tunggul Selatan ","Pasaman","Sulawesi Tenggara",0,0,0,0,0,0,0
"2288","Kec. Padang Gelugur ","Pasaman","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2289","Kec. Rao Utara ","Pasaman","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2290","Kec. Rao Selatan ","Pasaman","Sulawesi Tenggara",0,NA,0,NA,NA,NA,NA
"2291","Kec. Payakumbuh ","Lima Puluh Koto",NA,0,0,0,0,0,0,0
"2292","Kec. Luak ","Lima Puluh Koto",NA,0,0,0,NA,NA,NA,NA
"2293","Kec. Harau ","Lima Puluh Koto",NA,0,0,0,0.5,0.5,0.5,0.5
"2294","Kec. Guguak ","Lima Puluh Koto",NA,0,0,0,0.5,0.5,0.5,0.5
"2295","Kec. Suliki ","Lima Puluh Koto",NA,0,0,0,0,0,0,0
"2296","Kec. Gunuang Omeh ","Lima Puluh Koto",NA,0,0,0,NA,NA,NA,NA
"2297","Kec. Kapur IX ","Lima Puluh Koto",NA,0,0,0,0,0,0,0
"2298","Kec. Pangkalan Koto Baru ","Lima Puluh Koto",NA,0,0,0,0.25,0.25,0.25,0.25
"2299","Kec. Bukik Barisan ","Lima Puluh Koto",NA,0.46,0.5,1,NA,NA,NA,NA
"2300","Kec. Mungka ","Lima Puluh Koto",NA,0,1,NA,NA,NA,NA,NA
"2301","Kec. Akabiluru ","Lima Puluh Koto",NA,0,0,0,NA,NA,NA,NA
"2302","Kec. Situjuah Limo Nagari ","Lima Puluh Koto",NA,0,0,0,0,0,0,0
"2303","Kec. Lareh Sago Halaban ","Lima Puluh Koto",NA,0,0,0,0.5,0.5,0.5,0.5
"2304","Kec. Pantai Cermin ","Solok","Sulawesi Tenggara",0,0,0,0,0,0,0
"2305","Kec. Lembah Gumanti ","Solok","Sulawesi Tenggara",0.29,0.25,0,0.33,0.33,0.33,0.33
"2306","Kec. Payung Sekaki ","Solok","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2307","Kec. Lembang Jaya ","Solok","Sulawesi Tenggara",0.02,0,0,0.25,0.25,0.25,0.25
"2308","Kec. Gunung Talang ","Solok","Sulawesi Tenggara",0.43,0.4,0.4,0.12,0.12,0.12,0.12
